ra,dec,jPetroMag,jPetroMagErr,hPetroMag,hPetroMagErr,kPetroMag,kPetroMagErr,distance
36.04120457648419,-4.37384957524466,21.953065872192383,0.15715943276882172,-999999488.0,-999999488.0,-999999488.0,-999999488.0,12.654740839520846
36.04135530029094,-4.371118085727201,20.983421325683594,0.11967036873102188,-999999488.0,-999999488.0,20.38521957397461,0.2735128402709961,12.566575255769443
36.041531367519156,-4.422725494416488,21.928939819335938,0.26862260699272156,-999999488.0,-999999488.0,-999999488.0,-999999488.0,14.584921294028982
36.0410826512654,-4.298872851928917,19.42713737487793,0.042292218655347824,-999999488.0,-999999488.0,17.85321044921875,0.04205603897571564,10.648136972382913
36.04136050971539,-4.404570448890376,20.71066665649414,0.14730121195316315,-999999488.0,-999999488.0,18.173913955688477,0.07710709422826767,13.824662869929455
36.04155658271202,-4.363200172938456,21.710840225219727,0.12739410996437073,-999999488.0,-999999488.0,18.892061233520508,0.1091051995754242,12.308040864737238
36.04159758913812,-4.330978407219045,21.818958282470703,0.18597334623336792,-999999488.0,-999999488.0,-999999488.0,-999999488.0,11.358623082470759
36.04126597381268,-4.252778164805611,19.384313583374023,0.03131456300616264,-999999488.0,-999999488.0,18.700546264648438,0.07021880149841309,10.249038565398825
36.041374263424025,-4.30321558647134,19.23735809326172,0.02843342535197735,-999999488.0,-999999488.0,18.451059341430664,0.05503341183066368,10.73944943153926
36.041180443594286,-4.316038477601329,18.772472381591797,0.025055374950170517,-999999488.0,-999999488.0,17.35386848449707,0.028251562267541885,10.981865912820089
36.0414025400235,-4.31885157057993,18.52714729309082,0.020578069612383842,-999999488.0,-999999488.0,16.913238525390625,0.01950901933014393,11.056193931342705
36.041558742623394,-4.34565480895012,20.403640747070312,0.09627099335193634,-999999488.0,-999999488.0,17.827241897583008,0.04647022485733032,11.76014404488773
36.0415727877492,-4.2212929547829345,20.988000869750977,0.15109102427959442,-999999488.0,-999999488.0,19.628080368041992,0.19569054245948792,10.40973754618705
36.04152738647683,-4.206351004249782,19.115880966186523,0.040391284972429276,-999999488.0,-999999488.0,17.597307205200195,0.041509296745061874,10.59249729964964
36.0418369061779,-4.255354071244016,22.372055053710938,0.3948405086994171,-999999488.0,-999999488.0,20.475645065307617,0.17885880172252655,10.28684468951955
36.04189363780746,-4.267160617350464,22.798664093017578,0.31037649512290955,-999999488.0,-999999488.0,-999999488.0,-999999488.0,10.336552656483857
36.04112531700071,-4.268169172691152,20.841215133666992,0.10015151649713516,-999999488.0,-999999488.0,19.677268981933594,0.16396886110305786,10.297034305271838
36.041645552618775,-4.268557477228681,18.714019775390625,0.018727151677012444,-999999488.0,-999999488.0,17.848546981811523,0.03252238780260086,10.330470430895215
36.04213171757899,-4.33354686636871,22.778446197509766,0.32818976044654846,-999999488.0,-999999488.0,-999999488.0,-999999488.0,11.454103208801795
36.0418182917643,-4.376867476793437,19.212018966674805,0.03390026465058327,-999999488.0,-999999488.0,17.932954788208008,0.04173072427511215,12.791384885979067
36.042004859128035,-4.3362595391646614,20.53820037841797,0.11147130280733109,-999999488.0,-999999488.0,18.447370529174805,0.06848745048046112,11.51946544738008
36.04162512268008,-4.29540957665801,18.35205078125,0.019514333456754684,-999999488.0,-999999488.0,16.791303634643555,0.01967550814151764,10.624187476156473
36.0422027974515,-4.2606080449752035,22.748491287231445,0.2725523114204407,-999999488.0,-999999488.0,-999999488.0,-999999488.0,10.323325127994318
36.04236568771063,-4.324253213488636,22.772851943969727,0.30284926295280457,-999999488.0,-999999488.0,20.478052139282227,0.1928022801876068,11.234179088235376
36.0422872853908,-4.323485586861936,22.23041534423828,0.23716191947460175,-999999488.0,-999999488.0,19.98334312438965,0.2103857696056366,11.21168511230316
36.04218933814992,-4.261505836136844,20.783933639526367,0.1383691281080246,-999999488.0,-999999488.0,19.08188247680664,0.13746851682662964,10.325976751995137
36.04221680975805,-4.257093636271118,21.21392059326172,0.18526117503643036,-999999488.0,-999999488.0,19.902645111083984,0.2553099989891052,10.313333376598205
36.04265653956924,-4.392954084391472,21.825273513793945,0.17258109152317047,-999999488.0,-999999488.0,19.911666870117188,0.17737233638763428,13.42671740922333
36.04262619294044,-4.327996162773248,21.05335235595703,0.1410214602947235,-999999488.0,-999999488.0,20.478294372558594,0.21798744797706604,11.339289641693505
36.042365218009735,-4.206214626187243,20.16287612915039,0.06439521163702011,-999999488.0,-999999488.0,19.867807388305664,0.15042652189731598,10.643098834596707
36.04285344695595,-4.26974716802349,22.359127044677734,0.19319796562194824,-999999488.0,-999999488.0,-999999488.0,-999999488.0,10.410200346394323
