ps1_objid,ps1_ra,ps1_ra_error,ps1_dec,ps1_dec_error,ps1_gpsf,ps1_gpsf_error,ps1_rpsf,ps1_rpsf_error,ps1_ipsf,ps1_ipsf_error,ps1_zpsf,ps1_zpsf_error,ps1_ypsf,ps1_ypsf_error,teff,logg,feh,sam_g,sam_r,sam_i,sam_z,sam_y,sam_j,sam_h,sam_k,scale_factor,scale_factor_error,chi2,computed_j,computed_j_error,computed_h,computed_h_error,computed_k,computed_k_error,gaia_source_id,gaia_ra,gaia_ra_error,gaia_dec,gaia_dec_error,gaia_parallax,gaia_parallax_error,gaia_pm,gaia_pm_ra,gaia_pm_ra_error,gaia_pm_dec,gaia_pm_dec_error,gaia_ruwe,ob_j,ob_j_error,ob_h,ob_h_error,ob_k,ob_k_error,diff_j,diff_h,diff_k
1.0133034376491462e+17,34.3765213984501,1.5251195037751338e-06,-5.55487587145814,1.5251195037751338e-06,20.6347999572754,0.0208650007843971,20.419900894165,0.0175090003758669,20.3894996643066,0.0162240006029606,20.4568004608154,0.0351019985973835,20.0643005371094,0.068011000752449,5400.0,5.5,-1.0,-37.647574,-37.809574,-37.919365,-37.982999,-38.037633,-38.182479,-38.41069,-37.84814,58.23859216704786,0.0013725556152680391,0.3012093960241074,19.16011316704786,0.0014607905109918482,18.44690216704786,0.0014607905109918482,18.54645216704786,0.0014607905109918482,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.689524,0.023077207,19.433395,0.025035406,19.371552,0.078359775,0.5294113,0.98649406,0.82509995
1.013303444083178e+17,34.4408680218712,1.2606412425039718e-06,-5.55220522615089,1.2706645841110585e-06,22.7441005706787,0.125430002808571,21.3995990753174,0.0315180011093616,20.0615997314453,0.0120670003816485,19.4062004089355,0.0131510002538562,19.3157997131348,0.0312229990959167,3300.0,5.25,-1.9,-33.020467,-34.33579,-35.667324,-36.25326,-36.511642,-36.918293,-37.151304,-36.855767,55.71017270942497,0.0036039013953838186,0.07678941130923257,17.895879709424968,0.0036384207106448583,17.177868709424963,0.0036384207106448583,17.010405709424965,0.0036384207106448583,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,17.977482,0.0059970776,17.436176,0.0047884076,17.193266,0.0075086174,0.0816021,0.2583084,0.18285942
1.0133034616020506e+17,34.6161147238552,5.18068272455739e-08,-5.55446192440056,5.314755545325576e-08,15.6090002059937,0.000813000020571053,15.1916999816895,0.000699000025633723,15.0621995925903,0.000452999986009672,15.0513000488281,0.000884999986737967,14.9692001342773,0.00113900005817413,5700.0,1.0,-2.8,-37.965726,-38.374433,-38.499923,-38.524914,-38.5504,-38.490888,-38.337903,-37.881782,53.52599521731412,6.87065033131223e-07,0.007404997568985328,14.13910721731412,0.0005000004720581368,13.807092217314121,0.0005000004720581368,13.800213217314118,0.0005000004720581368,2.4879396625355397e+18,34.616123333093626,0.032996703,-5.554465060308271,0.025551474,1.0115917678090398,0.03524503,12.160823,11.944625552268928,0.040279333,-2.2828768957222474,0.029846266,1.0790164,14.103998,0.0037303667,13.760911,0.001777751,13.729419,0.00212959,-0.035108566,-0.04618168,-0.070794106
1.0134034184923325e+17,34.1849979027972,9.223630095405794e-08,-5.54768906983384,9.178369720417657e-08,18.3708992004395,0.00328300008550286,17.2604999542236,0.00244599999859929,16.1037998199463,0.00087699998402968,15.4330997467041,0.000975999981164932,15.2418003082275,0.00128600001335144,3400.0,4.0,-2.2,-33.537422,-34.652279,-35.863161,-36.414974,-36.667777,-37.049107,-37.311197,-37.032093,51.876029254081025,4.027301304824285e-06,0.03551542460827219,13.930922254081025,0.0005000162188927473,13.183832254081025,0.0005000162188927473,12.999936254081023,0.0005000162188927473,2.488135925361182e+18,34.185037830769,0.05792596,-5.547713630821312,0.055241577,3.2364856415339776,0.06570506,45.326374,37.613816639444366,0.07422682,-25.29191793218346,0.07128854,1.0236965,14.019787,0.00068415335,13.443684,0.00047678608,13.230643,0.0005536952,0.08886433,0.25985146,0.23070717
1.0134034241754789e+17,34.2417998809916,1.0976442041877931e-07,-5.54381761655338,1.1198296449721617e-07,16.722900390625,0.00134199997410178,16.2826995849609,0.00119400001130998,16.2987003326416,0.00116200000047684,16.1753005981445,0.00163099996279925,16.2444000244141,0.00285000004805624,6000.0,0.0,-3.4,-38.116947,-38.501685,-38.567086,-38.581467,-38.586921,-38.459542,-38.222842,-37.776826,54.78180395028259,3.0719010222354623e-06,0.03805842069950318,15.426261950282587,0.0005000094364868431,15.177961950282587,0.0005000094364868431,15.160977950282588,0.0005000094364868431,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.347166,0.0008572673,15.031429,0.0008004014,14.982278,0.0008363398,-0.07909584,-0.14653301,-0.17870045
1.013403426000551e+17,34.2600368297837,2.824546577772708e-07,-5.54616213278717,2.842084294006781e-07,19.7653999328613,0.0074970000423491,18.5946006774902,0.00432199984788895,17.8780994415283,0.00246199988760054,17.5468006134033,0.00325600011274219,17.380199432373,0.00630000000819564,3900.0,4.25,-3.2,-34.832598,-35.986454,-36.707319,-37.033027,-37.190452,-37.472416,-37.732018,-37.395703,54.549749131887914,2.6247534520824366e-05,0.0009484547771964471,16.18133313188791,0.0005006884590924998,15.436731131887917,0.0005006884590924998,15.310046131887917,0.0005006884590924998,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.338314,0.0016337548,15.762058,0.0011929524,15.560722,0.0012802392,0.15698051,0.32532692,0.25067616
1.0134034318375314e+17,34.3184069429314,6.752992283197979e-08,-5.54776367110923,6.915786121669124e-08,16.6627998352051,0.00111099996138364,15.9453001022339,0.000771999999415129,15.6624002456665,0.00063999998383224,15.6073999404907,0.000994000001810491,15.4113998413086,0.00159799994435161,4700.0,2.0,-2.4,-36.7692,-37.455337,-37.735219,-37.859486,-37.941098,-38.063789,-38.18392,-37.749531,53.376353623457376,1.1563089436687363e-06,0.033512741173807495,14.416564623457376,0.0005000013370485855,13.811433623457376,0.0005000013370485855,13.78282262345738,0.0005000013370485855,2.48795409362571e+18,34.318409704109385,0.040996213,-5.547762478830035,0.042720087,1.2084784582408898,0.04471894,4.4748545,4.2311390438552525,0.053993486,1.456635085731356,0.055550158,0.9530813,14.454344,0.0007653864,13.937356,0.0005592177,13.841738,0.00068616826,0.037778854,0.1259222,0.05891514
1.0134034334931075e+17,34.3349341307944,8.492612893784227e-07,-5.54977053228195,8.502269297821407e-07,21.9351997375488,0.042909000068903,20.8239002227783,0.0203649997711182,19.5555992126465,0.0073429998010397,19.0046005249023,0.00934400036931038,18.7138004302979,0.0169590003788471,3400.0,4.5,-3.1,-33.548136,-34.639379,-35.896075,-36.437361,-36.71242,-37.096117,-37.301514,-37.035646,55.42021717566168,0.0005369506370840479,0.0014454916636850656,17.428100175661683,0.0007337002021704539,16.737703175661686,0.0007337002021704539,16.540571175661682,0.0007337002021704539,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,17.547932,0.0037450586,17.065992,0.0033949192,16.79025,0.003983,0.119831085,0.32828903,0.24967957
1.0134034459916448e+17,34.4599980459718,9.412442628759016e-08,-5.54662852259281,9.347699419025976e-08,19.3050994873047,0.00589800020679832,18.0095996856689,0.00213999999687076,16.3859996795654,0.000834000005852431,15.5980997085571,0.00092600000789389,15.2132997512817,0.00158399995416403,3200.0,5.0,-3.2,-32.215514,-33.497414,-35.111834,-35.871438,-36.281475,-36.876953,-37.14961,-36.90213,51.46503971921631,8.685618861034574e-06,0.0024377859140972693,13.692086719216306,0.0005000754342846678,12.934429719216304,0.0005000754342846678,12.718909719216308,0.0005000754342846678,2.48795062329206e+18,34.46002487391256,0.081508994,-5.5466450319039025,0.07332525,4.147754090406764,0.09256691,36.301186,30.635570005087224,0.10384337,-19.474033835091795,0.087088145,1.0668422,13.858893,0.0006928651,13.263954,0.00045918528,12.956458,0.0004560992,0.16680622,0.32952404,0.23754883
1.013403451208006e+17,34.5121491609308,3.5037144270192704e-06,-5.54987428000178,3.5037144270192704e-06,23.2726993560791,0.165482997894287,22.1660995483398,0.0653750002384186,21.0925998687744,0.0282099992036819,20.6168003082275,0.0382569991052151,20.3631992340088,0.0885370001196861,3500.0,4.0,-2.1,-33.873835,-34.968102,-36.020192,-36.503876,-36.729842,-37.102091,-37.499529,-37.177194,57.088307449063265,0.008351343134811057,0.0019103657087395209,19.090216449063263,0.008366297398213608,18.207778449063262,0.008366297398213608,18.067113449063264,0.008366297398213608,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.135572,0.01543342,18.565424,0.013261826,18.32707,0.012679913,0.04535675,0.35764503,0.25995636
1.0134034515174645e+17,34.5152455651496,8.643162340560431e-07,-5.54498704894812,9.028183442175534e-07,21.4641990661621,0.0385340005159378,20.380199432373,0.0143740000203252,19.3920001983643,0.00780399981886148,18.9111995697021,0.00813900027424097,18.6012001037598,0.0177400000393391,3500.0,4.0,-1.9,-33.920499,-35.037316,-36.035082,-36.498756,-36.721761,-37.092429,-37.487198,-37.164073,55.35926490131389,0.0004266668824758479,0.032555084091909464,17.37083590131389,0.0006573010182569771,16.491066901313893,0.0006573010182569771,16.35119190131389,0.0006573010182569771,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,17.566387,0.004380277,17.002586,0.003017432,16.786531,0.0026674028,0.19555092,0.5115204,0.43533897
