ps1_objid,ps1_ra,ps1_ra_error,ps1_dec,ps1_dec_error,ps1_gpsf,ps1_gpsf_error,ps1_rpsf,ps1_rpsf_error,ps1_ipsf,ps1_ipsf_error,ps1_zpsf,ps1_zpsf_error,ps1_ypsf,ps1_ypsf_error,teff,logg,feh,sam_g,sam_r,sam_i,sam_z,sam_y,sam_j,sam_h,sam_k,scale_factor,scale_factor_error,chi2,computed_j,computed_j_error,computed_h,computed_h_error,computed_k,computed_k_error,gaia_source_id,gaia_ra,gaia_ra_error,gaia_dec,gaia_dec_error,gaia_parallax,gaia_parallax_error,gaia_pm,gaia_pm_ra,gaia_pm_ra_error,gaia_pm_dec,gaia_pm_dec_error,gaia_ruwe,ob_j,ob_j_error,ob_h,ob_h_error,ob_k,ob_k_error,diff_j,diff_h,diff_k,objinfoflag,qualityflag,ndetections,nstackdetections,ginfoflag,ginfoflag2,ginfoflag3,rinfoflag,rinfoflag2,rinfoflag3,iinfoflag,iinfoflag2,iinfoflag3,zinfoflag,zinfoflag2,zinfoflag3,yinfoflag,yinfoflag2,yinfoflag3
1.7677163742314496e+17,163.742319354579,1.1055867739365932e-06,57.3118505474507,1.0989010953156915e-06,21.5331001281738,0.0178980007767677,20.6702995300293,0.00782900024205446,20.2166996002197,0.0126040000468493,19.9899997711182,0.0217330008745193,20.0795001983643,0.0596430003643036,4562.5,0.0,1.0,-36.402746,-37.280652,-37.678629,-37.849445,-37.940788,-38.057609,-38.139687,-37.725604,57.91615699485883,0.0009140206626488839,0.09044666636829768,18.95454799485883,0.0012146743480246484,18.39046999485883,0.0012146743480246484,18.34255299485883,0.0012146743480246484,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,18.060762,0.031773116,-999,-999,-0.28178978,436527104.0,52.0,88.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.7722163972308992e+17,163.97231953576,1.1206040460275387e-06,57.6909496831698,1.0708388293730633e-06,20.9540996551514,0.0193540006875992,19.8402996063232,0.0127450004220009,19.3918991088867,0.00955399964004755,19.306999206543,0.0192779991775751,18.9976997375488,0.0358989983797073,4000.0,5.25,-3.6,-35.746691,-36.860613,-37.328168,-37.471707,-37.666518,-37.774215,-37.986893,-37.58385,56.700757787648136,0.00045773412489024724,0.036988650806178205,18.02254278764814,0.0009216943794387814,17.327864787648135,0.0009216943794387814,17.268907787648136,0.0009216943794387814,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,17.445812,0.018110316,-999,-999,0.17690468,436527104.0,52.0,57.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.7700163487865245e+17,163.487927989093,5.560601035199907e-07,57.5014097705495,5.129088525180327e-07,20.8055000305176,0.00918599963188171,19.7140007019043,0.00417299987748265,19.2350006103516,0.00721599999815226,18.9500007629395,0.0129009997472167,18.911600112915,0.0250530000776052,4200.0,3.75,-3.3,-35.533747,-36.626828,-37.102753,-37.331203,-37.446505,-37.68952,-37.910265,-37.535502,56.31924768471081,0.00018959115611078122,0.01643849903673368,17.725727684710808,0.0008221586261029088,17.022982684710808,0.0008221586261029088,16.935745684710806,0.0008221586261029088,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,16.995392,0.012510679,-999,-999,0.059646606,436527104.0,52.0,89.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.7700164394519763e+17,164.394528658678,1.5561394451250624e-06,57.5057274066577,1.5561394451250624e-06,22.8006000518799,0.0533990003168583,21.8358001708984,0.022087000310421,20.3104991912842,0.0115350000560284,19.5997009277344,0.0160709992051125,19.3467998504639,0.037967000156641,3200.0,4.0,-2.0,-32.989921,-33.949546,-35.505434,-36.141977,-36.445258,-36.883376,-37.080806,-36.81244,55.77304120732665,0.00103442303203801,0.013896356740889609,17.98566520732665,0.0013076815396765033,17.306235207326647,0.0013076815396765033,17.112601207326644,0.0013076815396765033,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,18.256716,0.042958476,-999,-999,1.1441154,436527104.0,52.0,90.0,5.0,195035141.0,655360.0,196608.0,195035141.0,655360.0,196608.0,195035141.0,655360.0,196608.0,195035141.0,655360.0,196608.0,195035141.0,655360.0,196608.0
1.7765163690483504e+17,163.690460713914,1.3369560694470409e-07,58.0452208253913,1.270897189598317e-07,19.0713996887207,0.00281600002199411,17.9440002441406,0.00135000003501773,17.0736999511719,0.00114399997983128,16.7341995239258,0.00208400003612041,16.5482997894287,0.00315900007262826,3800.0,5.25,-3.2,-34.651103,-35.778129,-36.623222,-36.990707,-37.162616,-37.436496,-37.649515,-37.336524,53.70335061204664,5.076685956337579e-06,0.0024175376314046443,15.362854612046643,0.0008000161078005238,14.667835612046641,0.0008000161078005238,14.518826612046643,0.0008000161078005238,8.602649456145807e+17,163.6904429359638,0.04971743,58.04520822339327,0.055467688,1.473290009828023,0.07723224,13.848061,-8.398816018590528,0.059589356,-11.010389450186182,0.068982035,0.98675156,-999,-999,-999,-999,14.547001,0.0024671196,-999,-999,0.0281744,503635968.0,60.0,108.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.7766163773046643e+17,163.772870395096,2.4393003763786675e-06,58.0547428908708,2.4393003763786675e-06,23.3432998657227,0.0755980014801025,22.2257995605469,0.0306620001792908,20.8806991577148,0.0231860000640154,20.3232002258301,0.0328230001032352,20.4507007598877,0.115341000258923,3700.0,3.5,-4.0,-33.735096,-34.831235,-36.055654,-36.535617,-36.706157,-37.082917,-37.385216,-37.118777,57.0054225565235,0.004314740471650956,0.27747164072883,19.018505556523497,0.004388278174603647,18.2342065565235,0.004388278174603647,18.038645556523495,0.004388278174603647,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,18.11227,0.039056554,-999,-999,0.073625565,436527104.0,52.0,50.0,5.0,195035141.0,655360.0,196608.0,195035141.0,655360.0,196608.0,195035141.0,655360.0,196608.0,195035141.0,655360.0,196608.0,195035141.0,655360.0,196608.0
1.7764164357684314e+17,164.357536437567,1.634300237995203e-07,58.0353113071166,1.5639965146493387e-07,19.9817008972168,0.00548100005835295,18.6786003112793,0.00226199999451637,17.1350994110107,0.00143800000660121,16.4986991882324,0.00166900001931936,16.2017002105713,0.00360199995338917,3000.0,3.25,-1.6,-32.388751,-33.691719,-35.206645,-35.839107,-36.152899,-36.624659,-36.683308,-36.505079,52.34295713439197,1.0597162872509156e-05,0.0029173596558348127,14.814298134391972,0.000800070184334441,14.273649134391976,0.000800070184334441,13.989878134391972,0.000800070184334441,8.602180102119592e+17,164.35734345767244,0.06318333,58.03525507120612,0.07641065,6.458549551767063,0.11358933,102.8916,-90.28854622139728,0.082582034,-49.34226839531571,0.10758819,1.0388819,-999,-999,-999,-999,14.047267,0.0018664248,-999,-999,0.05738926,503635968.0,60.0,93.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.7748164029742902e+17,164.029707659625,3.365399857040745e-07,57.9068900013256,3.2355203385017176e-07,21.0335006713867,0.0103860003873706,19.7940998077393,0.00429400010034442,18.3412990570068,0.00267699989490211,17.6411991119385,0.00366299995221198,17.3938999176025,0.00633100001141429,3300.0,5.25,-2.1,-32.831059,-34.056611,-35.531433,-36.177479,-36.465744,-36.904508,-37.218041,-36.916634,53.84122132652262,3.7394579827991754e-05,0.007825774034462444,16.03271332652262,0.000800873494754641,15.237180326522623,0.000800873494754641,15.076587326522619,0.000800873494754641,8.60215463295539e+17,164.02969354473225,0.11049828,57.9068905037141,0.12536868,3.088707132029662,0.18058407,7.1136365,-6.822156244647042,0.14116862,2.015443261983836,0.16547687,0.9764925,-999,-999,-999,-999,15.177103,0.0037148767,-999,-999,0.100515366,503635968.0,60.0,111.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.777716412403549e+17,164.123935687179,3.681284580441437e-08,58.1451073968405,3.6052692820522695e-08,15.7322998046875,0.000468999991426244,15.3149995803833,0.00031999999191612,15.2350997924805,0.000388999993447214,15.2407999038696,0.000913999974727631,15.1363000869751,0.00164899998344481,5812.5,0.0,-2.1,-38.30354,-38.71426,-38.793711,-38.794379,-38.880751,-38.716053,-38.474205,-38.015375,54.01689063546697,8.05655776177832e-07,0.0007597579336200617,14.39683763546697,0.0008000004056756656,14.156685635466973,0.0008000004056756656,14.153515635466972,0.0008000004056756656,8.602701339350488e+17,164.12394461085844,0.016551187,58.14510362436362,0.019689409,0.6933703003069996,0.028873114,4.032181,2.4630771148300887,0.021862818,-3.192449545429149,0.02504247,1.0346044,-999,-999,-999,-999,13.930175,0.0017633169,-999,-999,-0.22334099,503635968.0,60.0,104.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.767316422660261e+17,164.226599639387,3.387488198224423e-07,57.2794745236523,3.186589350055961e-07,18.4825000762939,0.00422200001776218,18.0186996459961,0.00359399989247322,17.9340991973877,0.00197799992747605,17.863000869751,0.0047800000756979,17.8052997589111,0.0106030004099011,5625.0,0.0,-0.3,-38.091132,-38.514099,-38.629361,-38.680993,-38.728468,-38.621674,-38.443173,-37.983417,56.5372012206452,3.398532430124229e-05,0.00487070494022182,17.011527220645203,0.0008007215510199914,16.7080282206452,0.0008007215510199914,16.705784220645196,0.0008007215510199914,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,16.62486,0.010001345,-999,-999,-0.08092308,436527104.0,52.0,84.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
