ps1_objid,ps1_ra,ps1_ra_error,ps1_dec,ps1_dec_error,ps1_gpsf,ps1_gpsf_error,ps1_rpsf,ps1_rpsf_error,ps1_ipsf,ps1_ipsf_error,ps1_zpsf,ps1_zpsf_error,ps1_ypsf,ps1_ypsf_error,teff,logg,feh,sam_g,sam_r,sam_i,sam_z,sam_y,sam_j,sam_h,sam_k,scale_factor,scale_factor_error,chi2,computed_j,computed_j_error,computed_h,computed_h_error,computed_k,computed_k_error,gaia_source_id,gaia_ra,gaia_ra_error,gaia_dec,gaia_dec_error,gaia_parallax,gaia_parallax_error,gaia_pm,gaia_pm_ra,gaia_pm_ra_error,gaia_pm_dec,gaia_pm_dec_error,gaia_ruwe,ob_j,ob_j_error,ob_h,ob_h_error,ob_k,ob_k_error,diff_j,diff_h,diff_k,objinfoflag,qualityflag,ndetections,nstackdetections,ginfoflag,ginfoflag2,ginfoflag3,rinfoflag,rinfoflag2,rinfoflag3,iinfoflag,iinfoflag2,iinfoflag3,zinfoflag,zinfoflag2,zinfoflag3,yinfoflag,yinfoflag2,yinfoflag3
1.0253036117088666e+17,36.1171081795913,1.7797248465859872e-07,-4.55314397735581,1.7053503320211045e-07,19.5048007965088,0.00842799991369247,18.2413005828857,0.00320999999530613,17.1473999023438,0.00159400003030896,16.6527004241943,0.00178499997127801,16.4841003417969,0.00339299999177456,3500.0,5.0,-2.2,-33.451601,-34.695585,-35.758541,-36.239578,-36.458854,-36.844383,-37.253522,-36.945444,52.88860385627434,1.9714958490667052e-05,0.009355084960927035,15.151220856274335,0.0003006471014134158,14.256081856274339,0.0003006471014134158,14.100159856274335,0.0003006471014134158,2.489620502281645e+18,36.11710177306397,0.12604764,-4.5531403826325185,0.115341745,2.455421029408007,0.13745613,9.748158,-8.986231286594345,0.18529254,3.7781271368542826,0.13820027,1.146938,-999,-999,-999,-999,14.15879,0.0020272715,-999,-999,0.05862999,503636096.0,60.0,71.0,5.0,262160391.0,524416.0,196608.0,262160391.0,524416.0,196608.0,262160391.0,524416.0,196608.0,262160391.0,524416.0,196608.0,262160391.0,524416.0,196608.0
1.0240036326077238e+17,36.3261439810777,2.3941162354926387e-07,-4.66503763675481,2.378118617621038e-07,18.3006000518799,0.00363199994899333,17.8838996887207,0.00243299989961088,17.7264003753662,0.00214200001209974,17.67919921875,0.00334899988956749,17.6464996337891,0.00845200009644032,5562.5,0.5,0.2,-37.994182,-38.39529,-38.541397,-38.586841,-38.615978,-38.562835,-38.424918,-37.969221,56.23499590905885,2.1270236416675927e-05,0.00034638627587979407,16.779160909058852,0.000300753093013557,16.431077909058853,0.000300753093013557,16.422774909058855,0.000300753093013557,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,16.339561,0.006917976,-999,-999,-0.083213806,503635968.0,60.0,72.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.0302036249516445e+17,36.249551114997,1.4844758233482868e-07,-4.14661203890084,1.4873474991607294e-07,17.2744007110596,0.00240299990400672,16.880199432373,0.00175099994521588,16.9006004333496,0.00173999997787178,16.7803993225098,0.00219199992716312,16.667200088501,0.00713999988511205,5812.5,0.0,-0.4,-38.320335,-38.670649,-38.7501,-38.782375,-38.835837,-38.689689,-38.476094,-38.01372,55.53325641479698,1.3530494261975865e-05,0.052698009647435984,15.950567414796978,0.00030030496878169255,15.678162414796976,0.00030030496878169255,15.676536414796983,0.00030030496878169255,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,15.750577,0.005563549,-999,-999,0.07404041,503635968.0,60.0,47.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.020703636352533e+17,36.3634349611016,8.574948934131305e-07,-4.93929059233094,8.264416982782305e-07,21.1098003387451,0.0262579992413521,19.8556995391846,0.01137899979949,19.1895999908447,0.00800499971956015,18.8967990875244,0.00966800004243851,18.7696990966797,0.020278999581933,4000.0,4.5,-3.8,-34.692886,-35.963234,-36.586749,-36.900696,-37.007989,-37.326189,-37.558318,-37.222608,55.75617383867378,0.0002775504459940858,0.004749235881338552,17.53698483867378,0.00040869823840030913,16.81885583867378,0.00040869823840030913,16.69056583867378,0.00040869823840030913,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,16.923077,0.011369982,-999,-999,0.23251152,436527104.0,52.0,54.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.0315036335859307e+17,36.3359111477062,2.6444456549708244e-07,-4.03950182486937,2.641227807366916e-07,20.1299991607666,0.0110759995877743,18.9419994354248,0.00548399984836578,17.8197994232178,0.0024830000475049,17.2956008911133,0.00274999998509884,16.9862995147705,0.00552899995818734,3400.0,5.25,-2.0,-33.630123,-34.757734,-35.891654,-36.418836,-36.66633,-37.044295,-37.380622,-37.073367,53.66936923793806,3.9409930179368184e-05,0.014846360219554246,15.732074237938058,0.00030257749849706714,14.909747237938053,0.00030257749849706714,14.75300223793806,0.00030257749849706714,2.4900272571597993e+18,36.335910786154855,0.17212811,-4.039510285865687,0.14156653,1.545661534487667,0.188535,9.731969,-1.6355563426766893,0.18981092,-9.593549025212663,0.17351672,0.9575994,-999,-999,-999,-999,15.018756,0.003260568,-999,-999,0.26575375,503635968.0,60.0,67.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.0238036511326216e+17,36.5112918373349,9.084457326220417e-07,-4.68200053737027,8.857856731164037e-07,21.1284008026123,0.0278650000691414,19.9638004302979,0.0108110001310706,19.4762001037598,0.00868900027126074,19.1457004547119,0.0115200001746416,19.0771999359131,0.0255980007350445,4100.0,4.0,-3.6,-35.285105,-36.430005,-36.939318,-37.201365,-37.306739,-37.585661,-37.831975,-37.462516,56.35220020500856,0.00035136054481126186,0.009982354937514945,17.873539205008555,0.0004620110739474399,17.141225205008556,0.0004620110739474399,17.046684205008557,0.0004620110739474399,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,17.272053,0.014629253,-999,-999,0.2253685,436527104.0,52.0,63.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.0251036618119595e+17,36.6181743645524,2.611947641871331e-07,-4.57038716807858,2.5946429937529896e-07,18.7555999755859,0.00416000001132488,18.1674995422363,0.00315500004217029,17.872200012207,0.00272300001233816,17.7140998840332,0.00370400003157556,17.6329002380371,0.00846900045871735,4812.5,3.5,1.0,-36.996868,-37.595393,-37.880265,-38.002113,-38.082298,-38.133006,-38.158088,-37.747608,55.70093642789651,2.402358788623552e-05,0.004534558411631843,16.674930427896506,0.0003009603508353346,16.163848427896507,0.0003009603508353346,16.11032842789651,0.0003009603508353346,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,16.191038,0.006994686,-999,-999,0.08070946,503635968.0,60.0,71.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.028303591693027e+17,35.9169969368116,1.1569727785858982e-06,-4.30642536903049,1.1587400577443418e-06,21.9332008361816,0.0573109984397888,20.5995998382568,0.0202459990978241,19.9479999542236,0.0112669998779893,19.6490993499756,0.0132870003581047,19.4141998291016,0.0320530012249947,3600.0,1.0,0.0,-34.331236,-35.638628,-36.270754,-36.587371,-36.782133,-37.116976,-37.451729,-37.15484,56.192413676583456,0.001005067114786193,0.003910434437313342,18.182437676583454,0.0010488850772246894,17.361684676583454,0.0010488850772246894,17.194573676583456,0.0010488850772246894,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,17.6706,0.027124638,-999,-999,0.47602654,436527104.0,52.0,69.0,5.0,195035141.0,655360.0,196608.0,195035141.0,655360.0,196608.0,195035141.0,655360.0,196608.0,195035141.0,655360.0,196608.0,195035141.0,655360.0,196608.0
1.020803627805575e+17,36.278092576277,7.850984728704145e-07,-4.92748842138585,7.705600055236511e-07,21.3118991851807,0.0286800004541874,20.2332992553711,0.0160879995673895,19.230899810791,0.00686200009658933,18.6742992401123,0.00809700042009354,18.6032009124756,0.0177379995584488,3800.0,5.0,-3.5,-34.475875,-35.546895,-36.546563,-36.98266,-37.17419,-37.478352,-37.770223,-37.438924,55.71756318980224,0.0003017302491193262,0.05046354783382839,17.34621118980224,0.00042548929861232777,16.56834018980224,0.00042548929861232777,16.43563918980224,0.00042548929861232777,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,16.647852,0.009331361,-999,-999,0.21221352,436527104.0,52.0,67.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.029903601140042e+17,36.0113925628799,2.7625383148143783e-07,-4.17190428692014,2.8660804907359765e-07,19.3955993652344,0.0087890001013875,18.4183006286621,0.00369099993258715,17.7898998260498,0.00212400010786951,17.6145992279053,0.00425100000575185,17.3852996826172,0.0082219997420907,4100.0,3.5,-3.0,-35.486883,-36.509322,-37.064642,-37.281838,-37.423954,-37.686002,-37.970586,-37.583818,54.83548139455073,3.621073211012386e-05,0.030759478070611603,16.25647939455073,0.0003021774596490465,15.485895394550734,0.0003021774596490465,15.408663394550734,0.0003021774596490465,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,15.522684,0.004562242,-999,-999,0.11402035,503635968.0,60.0,69.0,10.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0
