ps1_objid,ps1_ra,ps1_ra_error,ps1_dec,ps1_dec_error,ps1_gpsf,ps1_gpsf_error,ps1_rpsf,ps1_rpsf_error,ps1_ipsf,ps1_ipsf_error,ps1_zpsf,ps1_zpsf_error,ps1_ypsf,ps1_ypsf_error,teff,logg,feh,sam_g,sam_r,sam_i,sam_z,sam_y,sam_j,sam_h,sam_k,scale_factor,scale_factor_error,chi2,computed_j,computed_j_error,computed_h,computed_h_error,computed_k,computed_k_error,gaia_source_id,gaia_ra,gaia_ra_error,gaia_dec,gaia_dec_error,gaia_parallax,gaia_parallax_error,gaia_pm,gaia_pm_ra,gaia_pm_ra_error,gaia_pm_dec,gaia_pm_dec_error,gaia_ruwe,ob_j,ob_j_error,ob_h,ob_h_error,ob_k,ob_k_error,diff_j,diff_h,diff_k,objinfoflag,qualityflag,ndetections,nstackdetections,ginfoflag,ginfoflag2,ginfoflag3,rinfoflag,rinfoflag2,rinfoflag3,iinfoflag,iinfoflag2,iinfoflag3,zinfoflagzinfoflag2,zinfoflag3,yinfoflag,yinfoflag2,yinfoflag3
1.0868029679524253e+17,29.6795364760994,2.3608573074421584e-07,0.568375373020277,2.3794554578684212e-07,20.2572002410889,0.0129429996013641,18.9764003753662,0.00559299997985363,18.0809993743896,0.00176400004420429,17.6637992858887,0.00383500009775162,17.4277992248535,0.00600699987262487,3500.0,4.25,-1.7,-33.995297,-35.232388,-36.117902,-36.533199,-36.741082,-37.081663,-37.354668,-37.063215,54.15363698876172,5.0541171366195366e-05,0.0026686317462124346,16.18197398876172,0.0011011604833097977,15.420968988761722,0.0011011604833097977,15.254421988761719,0.0011011604833097977,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.270456,0.024201205,15.736888,0.028513437,15.571237,0.039266698,0.0884819,0.31591892,0.31681442,503635968.0,60.0,96.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.085702985964914e+17,29.8596512489974,6.351108104565774e-07,0.475785286036893,6.385506668164131e-07,21.242000579834,0.0339940004050732,19.9458999633789,0.0106769995763898,19.2560997009277,0.00551800010725856,18.9675998687744,0.0105550000444055,18.7028999328613,0.019123999401927,3600.0,1.0,0.0,-34.331236,-35.638628,-36.270754,-36.587371,-36.782133,-37.116976,-37.451729,-37.15484,55.49324856946985,0.000355434817548071,0.015913128730591697,17.486272569469847,0.001155999095815144,16.663519569469848,0.001155999095815144,16.502408569469846,0.001155999095815144,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,17.812922,0.10830231,17.01644,0.10208583,16.807478,0.15484758,0.3266487,0.35292053,0.30506897,436527104.0,52.0,72.0,5.0,262144069.0,655488.0,196608.0,262144069.0,655488.0,196608.0,262144069.0,655488.0,196608.0,262144069.0,655488.0,196608.0,262144069.0,655488.0,196608.0
1.0907030016360462e+17,30.0163507560969,1.4534150067910966e-07,0.895166310054528,1.4392731104325284e-07,19.2315006256104,0.00608999980613589,18.0426006317139,0.00290900003165007,17.2679996490479,0.00112100003752857,16.8757991790771,0.00228799995966256,16.7390003204346,0.00366199994459748,3900.0,4.25,-3.6,-34.634762,-35.823555,-36.580316,-36.946425,-37.097148,-37.407638,-37.679481,-37.34871,53.79613349392015,1.3090441463332434e-05,0.002579935906555582,15.498495493920153,0.0011000778879959841,14.73865249392015,0.0011000778879959841,14.611423493920155,0.0011000778879959841,2.508246263615513e+18,30.016350577968055,0.107431024,0.8951596002669789,0.09086736,1.1238030219310144,0.12696093,7.3674445,1.897881416487359,0.14316227,-7.118798028266204,0.11194734,1.0017697,15.636689,0.011349502,14.956939,0.015085402,14.780952,0.01861865,0.13819408,0.21828651,0.16952896,503635968.0,60.0,79.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.0818030008169286e+17,30.0082147402619,1.1884045949077766e-07,0.152032286152722,1.2094691257544001e-07,17.5188999176025,0.0022350000217557,17.0536003112793,0.00148900004569441,16.8854007720947,0.000852999975904822,16.849100112915,0.00229500001296401,16.840799331665,0.00512199988588691,5625.0,4.25,-0.3,-38.011724,-38.462601,-38.599661,-38.630861,-38.650416,-38.612119,-38.49397,-38.026767,55.44812782067834,7.888372616549977e-06,0.0015844191261073504,15.946008820678337,0.001100028284373878,15.57615782067834,0.001100028284373878,15.585360820678337,0.001100028284373878,2.5076196450674125e+18,30.008215465948506,0.07295637,0.15202988740412865,0.0612746,0.7018193586687167,0.08653865,3.5907845,1.1912263528165763,0.095877044,-3.3874345719643078,0.07589326,0.9201708,15.944243,0.018351803,15.579365,0.02710122,15.665826,0.056374766,-0.0017652512,0.0032072067,0.08046532,503635968.0,60.0,85.0,10.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0
1.0821029711049542e+17,29.7111228427583,9.51150882075845e-08,0.17915859335011,9.775479462310156e-08,17.5214004516602,0.00253299996256828,16.7773990631104,0.00124600005801767,16.4752006530762,0.000676000025123358,16.3153991699219,0.00182100001256913,16.1639003753662,0.00335399992763996,4562.5,2.25,0.2,-36.599427,-37.314235,-37.625414,-37.768065,-37.880352,-38.006637,-38.145472,-37.714934,54.03593946521663,4.598187509860671e-06,0.004992676861813315,15.13930246521663,0.001100009610561824,14.51246746521663,0.001100009610561824,14.485005465216629,0.001100009610561824,2.5078102084713656e+18,29.711132570158146,0.058182344,0.17915371682272568,0.048261967,0.96146534781677,0.06760632,17.905792,16.56400138757836,0.07916428,-6.800826516504747,0.06098124,1.0003445,15.2914715,0.012819927,14.705691,0.014897001,14.743637,0.02903413,0.15216923,0.19322395,0.2586317,503635968.0,60.0,86.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.0895029994477997e+17,29.9944577357215,1.5777020423917062e-07,0.799597383545139,1.5437765486646584e-07,18.7120990753174,0.00427500018849969,17.5515995025635,0.00250399997457862,17.0837001800537,0.00106299994513392,16.9342002868652,0.00246699992567301,16.7175006866455,0.00395999988541007,4000.0,5.25,-3.6,-35.746691,-36.860613,-37.328168,-37.471707,-37.666518,-37.774215,-37.986893,-37.58385,54.3626869831381,9.488659818687048e-06,0.002073740723343141,15.698471983138099,0.0011000409240865337,14.997793983138095,0.0011000409240865337,14.942836983138099,0.0011000409240865337,2.5078669664638935e+18,29.99445570849683,0.108312406,0.7995895035194132,0.09175692,1.0802614211677477,0.125312,6.554412,-1.2248514085770807,0.13403095,-6.438948243681896,0.111592084,1.0939431,15.657919,0.012418952,15.013652,0.016970223,14.910039,0.021247614,-0.040553093,0.015857697,-0.032797813,503635968.0,60.0,82.0,20.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0
1.0881029612349051e+17,29.6123697248018,2.3725031023250803e-07,0.675022766154203,2.3752341182036751e-07,19.932300567627,0.0118000004440546,18.7205009460449,0.00446600001305342,17.8647003173828,0.00169099995400757,17.3390998840332,0.00363399996422231,17.1977005004883,0.00571000017225742,3600.0,4.5,-2.3,-34.154596,-35.327817,-36.220778,-36.640159,-36.838567,-37.16684,-37.475128,-37.172659,53.995611165288835,4.1570941029576606e-05,0.024821356259039064,15.938771165288834,0.0011007852393351233,15.142483165288837,0.0011007852393351233,14.986952165288832,0.0011007852393351233,2.5079075796749773e+18,29.61236093196416,0.18415105,0.6750062934498661,0.14927475,1.3232836147570117,0.21661535,27.255299,-14.532235519325893,0.2245297,-23.057871746023462,0.16249461,1.04696,16.042536,0.019514268,15.53248,0.026214927,15.285539,0.030032305,0.103764534,0.38999748,0.29858685,503635968.0,60.0,78.0,10.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
1.0860030370005022e+17,30.3700060684024,2.0259447384116273e-07,0.499826065830601,2.0221794133555262e-07,19.735200881958,0.00841700006276369,18.5771999359131,0.00464199995622039,17.2724990844727,0.00170400005299598,16.8334999084473,0.00238399999216199,16.5440998077393,0.00335299992002547,3400.0,4.75,-2.9,-33.525681,-34.670968,-35.895235,-36.423981,-36.674094,-37.039714,-37.237586,-36.976005,53.17905859428457,2.2444746851408707e-05,0.025753376270246355,15.249344594284572,0.0011002289610173076,14.563472594284569,0.0011002289610173076,14.367053594284569,0.0011002289610173076,2.508031102934177e+18,30.37001299397046,0.13248536,0.49981000827473043,0.1171403,2.0707030311626813,0.14601934,12.145167,4.577911246624368,0.16284515,-11.249347337236111,0.14299847,1.0571749,15.380563,0.010415441,14.744055,0.015647633,14.531641,0.015423762,0.13121796,0.18058205,0.16458702,503636096.0,60.0,58.0,5.0,262144005.0,524416.0,196608.0,262144005.0,524416.0,196608.0,262144005.0,524416.0,196608.0,262144005.0,524416.0,196608.0,262144005.0,524416.0,196608.0
1.0826029722563411e+17,29.7226207133535,4.454103683116488e-07,0.219733858546886,4.5573953266196803e-07,21.3374004364014,0.0506080016493797,20.0820999145508,0.0125770000740886,18.8279991149902,0.00344299990683794,18.1658000946045,0.00610700016841292,17.8479995727539,0.0118359997868538,3300.0,5.0,-2.9,-33.18176,-34.425806,-35.722851,-36.313346,-36.59439,-36.990463,-37.184723,-36.922289,54.44847987726678,0.0005817182704354257,0.023778160311791516,16.56801687726678,0.0012443456698837277,15.885756877266779,0.0012443456698837277,15.690190877266778,0.0012443456698837277,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.6362,0.037103195,16.01387,0.04340476,15.669888,0.056103703,0.0681839,0.12811375,-0.020303726,503635968.0,60.0,79.0,5.0,195035141.0,655360.0,196608.0,195035141.0,655360.0,196608.0,195035141.0,655360.0,196608.0,195035141.0,655360.0,196608.0,195035141.0,655360.0,196608.0
1.0853029962884746e+17,29.9629246679614,4.2283919915884153e-08,0.447529143581675,4.210548350301202e-08,15.5166997909546,0.000829999975394458,15.1232004165649,0.000526999996509403,14.9701995849609,0.000325000000884756,14.8739995956421,0.000706000020727515,14.8536996841431,0.00128500000573695,5562.5,0.0,1.0,-38.00284,-38.370973,-38.519174,-38.579553,-38.602924,-38.544895,-38.3994,-37.94779,53.430109596803185,6.443830000124034e-07,0.0018149697476892155,13.995214596803187,0.0011000001887406432,13.652709596803184,0.0011000001887406432,13.646319596803187,0.0011000001887406432,2.5078399640048036e+18,29.96292889083381,0.03061857,0.4475283497534651,0.024299996,1.0402729423048314,0.03632789,8.364295,8.197742737463049,0.04483161,-1.660857059759419,0.029894613,1.0830402,13.990121,0.003495604,13.63306,0.0054767323,13.587021,0.008986393,-0.0050935745,-0.019649506,-0.059298515,503635968.0,60.0,79.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0
