source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ruwe
2171537079766476928,324.06252132170283,0.100188255,51.39173631539325,0.10925011,1.0181590458550498,0.11872266,8.575945,6.8873262,-2.9300845918902003,0.1428599,-6.232966079140701,0.13594007,0.9869892
2171537079766489088,324.06630154053727,0.12164263,51.39636447007309,0.13321076,0.4075163075665875,0.14741269,2.764459,4.6809916,0.8576460935135151,0.17304644,-4.601752262376745,0.17144187,1.0033581
2171537079768189824,324.0670547653866,0.6405195,51.393856550149025,0.66456527,0.45820128747573985,0.7880191,0.58145964,3.6943953,-0.5818520286629838,0.90914214,-3.6482879755924804,0.87969977,1.1067597
2171537084075996032,324.06441463980644,0.38202626,51.391396228160886,0.3849319,0.3858654050487736,0.434608,0.88784695,4.1153975,-2.9288937723848676,0.53698635,-2.891034271831612,0.50284535,4.167957
2171537084077655168,324.07199084607515,0.31317705,51.39063725701964,0.33368918,0.32111469402598175,0.3841691,0.8358681,4.0930476,-3.2569316162604913,0.46057823,-2.478999207338248,0.40061122,0.9656336
2171537217205431424,324.12004045382497,0.08801862,51.392149929601615,0.09349209,0.3998690149259592,0.10183251,3.9267323,1.9259108,-1.9256580815556728,0.12525523,-0.03120329832002012,0.12147761,0.9422972
2171537217207143040,324.1180946250093,0.2842621,51.393209011733475,0.29165733,0.6438651958606878,0.33985287,1.894541,4.6703167,-3.462180386994258,0.42391747,-3.134511734137919,0.36411455,0.9830798
2171537217211293696,324.10457555912114,0.39848608,51.3885769491074,0.43425915,0.33231851678336477,0.48144516,0.69025207,4.734246,-3.4541198232761428,0.56646734,-3.2376132876940926,0.54373693,0.974044
2171537217211327360,324.1096075141274,0.40133142,51.39093189639811,0.37939885,0.03877689637891834,0.43217468,0.08972505,1.4339697,1.3867319001073168,0.56619257,-0.3650258289295707,0.476013,1.0003124
2171537217211352576,324.1136316244281,0.32563108,51.3952403353485,0.3329274,0.7269256428571735,0.38429356,1.8915895,9.929125,-6.1270272409777045,0.45938775,-7.81326163174645,0.42205876,0.9746264
2171537217211393152,324.1198279858702,0.43434662,51.39962096008858,0.50735855,0.518375790876381,0.52875674,0.98036724,3.6850379,-2.7645766712739204,0.5827368,-2.4365178342024016,0.61859334,1.076423
2171537221507903104,324.10893922184664,0.6920386,51.39019472094629,0.7451556,2.0820860849634766,0.73535377,2.8314075,5.6455245,-3.151121994245645,0.9707406,-4.68426921304155,0.8639467,0.9787974
2171537221514955392,324.1184343407752,0.018449677,51.390363321601015,0.018379075,0.28734584822050707,0.021040697,13.656671,5.4515285,-4.050803043193509,0.025432406,-3.648308729647229,0.023554523,0.99985236
2171537251571270400,324.1405405356742,0.46474844,51.39338495264969,0.48740298,0.5512221467416191,0.57812655,0.9534628,2.5853746,-2.520914312582419,0.6881457,-0.5737182730424082,0.592422,0.999944
2171537251571310592,324.14638000909866,0.5287958,51.39836790357505,0.56769454,0.5229463956729972,0.6992918,0.7478229,4.6467204,-4.3191214271038945,0.79094493,1.7138265905465597,0.6529329,1.5445688
2171537255874694912,324.1465238394908,0.033192568,51.40026278761723,0.032979693,0.5866785081435805,0.038836006,15.106561,5.706059,0.16496049680770275,0.046542987,-5.703674038421539,0.042069066,1.0154029
2171537255874695296,324.14628574318834,0.15495765,51.39878741931514,0.16129759,0.4949242779367949,0.1798904,2.7512548,5.131851,-3.7179821715884325,0.22806716,-3.5373022167817645,0.20791772,1.068711
2171537285924936832,324.1603145283359,0.093199134,51.39994992582101,0.0851679,0.48027224658900436,0.10132172,4.7400723,8.954173,-6.431640781402596,0.12540211,-6.229864431962582,0.11037132,1.2901976
2171537285924940672,324.1496979718463,0.1272631,51.40136379391293,0.14072722,0.36608404260323707,0.15650389,2.339137,4.552963,-2.4850249142828984,0.18102874,-3.8149866673588537,0.19379865,0.9376445
2171537285924958336,324.1675346129319,0.11735289,51.406048462748835,0.12356707,0.017240584866626392,0.1398515,0.1232778,3.7711265,-2.103021606918018,0.18305153,-3.130286863918889,0.16174033,1.0562968
2171537285926634368,324.16646081498465,0.20450124,51.407702203355306,0.20273337,0.4992613374398019,0.24217853,2.0615425,2.8773055,-1.5067816624598183,0.31886116,-2.4512232883094636,0.26190954,1.0155125
2171537285926634496,324.1602783900205,0.17059237,51.40800452206005,0.16879204,0.5843703863431123,0.20317085,2.8762512,5.894316,-4.321414517123432,0.25711876,-4.008533690149717,0.22069494,1.1028874
2171537285931104128,324.1541624749148,0.4451933,51.403808659686035,0.5497212,0.2400738596382326,0.55875725,0.42965683,4.734421,-3.977005397669735,0.6065878,-2.5686902001995384,0.64617085,1.1292378
2171537290226331648,324.1604880635042,0.74842143,51.40017606417131,0.53424585,0.007166744142123029,0.49006534,0.014624058,8.018852,-5.508497510598702,1.1277176,-5.827387210390266,0.6714586,1.0877723
2171537290234432768,324.163882580974,0.050086703,51.4116051742287,0.050408076,0.32115798791116185,0.058553062,5.484905,5.994091,-3.9264309194973364,0.06874027,-4.52904683942985,0.065586075,1.0435184
2171537290234432896,324.15424081985753,0.03397265,51.40505384098734,0.035072945,0.6749778739993781,0.04014077,16.81527,6.696216,-2.2927397753301086,0.046127893,-6.291474626358362,0.044029247,0.9699859
2171537320284694656,324.1400929615259,0.08069774,51.40564343673016,0.08444329,0.29556629330034717,0.09590286,3.081934,4.7952933,-2.6821940973443166,0.112312905,-3.975006039294262,0.1080326,1.0410633
2171537320284694784,324.13759392448526,0.24362618,51.406121713227,0.25798193,0.4809283326958133,0.29624268,1.6234268,6.843362,-5.307392817978486,0.344722,-4.320090380685405,0.3202867,1.0114988
2171537320286362240,324.1360692230418,0.16407807,51.39663093518129,0.16632545,0.10921625999556703,0.18961005,0.57600456,2.6876621,-0.9418955375755522,0.23714581,-2.517212936198899,0.21513052,0.96665466
2171537320286367872,324.14449191473693,0.10886691,51.40251193557381,0.11836106,0.0314859386236985,0.13225187,0.23807555,2.6908872,-1.8086526175826119,0.16229182,-1.9923980218397326,0.15868416,0.95351
2171537320286373888,324.1321523998093,0.7553517,51.408813015715886,0.7260307,0.35269000473350764,0.8517863,0.41405925,4.328133,-2.0461325210366574,1.0554967,-3.8139320007510973,0.85468423,1.4125657
2171537320290690432,324.13243948716797,0.30541897,51.399348056306835,0.314863,0.5428197857936293,0.37083977,1.4637583,0.2467243,-0.16425550695742533,0.44639346,-0.18410052557862192,0.38825518,1.0575118
2171537324594168704,324.1285117597269,0.023702117,51.402260434686305,0.024654489,0.13632426528750932,0.027857041,4.8937097,4.4800425,-2.9793071056574565,0.032677222,-3.345820014686499,0.031284932,1.0720395
2171537324594169600,324.12434571311644,0.24046043,51.39724934940687,0.25141242,0.8941586425427425,0.2928813,3.0529726,4.1767797,-2.203602118367085,0.3556956,-3.5481865665892975,0.3033123,1.0139138
2171537324594169728,324.1324945926523,0.08399586,51.40069043033112,0.08459274,0.6950506521697901,0.09839185,7.064108,5.5665183,-2.810429457713099,0.11370189,-4.804957081070867,0.10969015,2.5532372
2171537324594171392,324.12819039331873,0.029827226,51.39138943300982,0.030070417,0.545546934480477,0.034368876,15.873283,5.059522,-4.906666137494478,0.042074185,-1.2342576181696736,0.038901974,0.96941656
2171537354644430592,324.1431233709428,0.09994211,51.40522035304244,0.10937143,0.48028845617833327,0.12047888,3.9864948,2.5590084,-1.190473854083002,0.14488627,-2.2652364755364536,0.14644065,1.0269431
2171537354644431616,324.14974982673164,0.10341475,51.40545867297964,0.10803477,0.44312740298225145,0.119682744,3.702517,3.751037,-2.0068849119074033,0.15213075,-3.1690205444367425,0.14156379,1.0866327
2171537354644455424,324.1434893188472,0.111690134,51.41369375032345,0.11959245,0.33853189466139966,0.13397141,2.5268965,4.908412,-2.7167441063643722,0.15972832,-4.0880078037590035,0.15590332,1.0318346
2171537354644456448,324.15814129699703,0.1127082,51.41407776344742,0.12770753,0.3610744206620185,0.13621311,2.6508055,5.3127866,-3.3363617050242635,0.16099986,-4.134536665834412,0.1646189,1.071825
2171537354644471808,324.15561116403484,0.18337262,51.41844702998498,0.18577656,0.24496268549415665,0.21850553,1.1210823,2.576527,0.682835041589509,0.25072584,-2.4843969823545233,0.23275478,1.0988307
2171537354644491648,324.15256963262743,0.023524681,51.42420458981636,0.024031108,0.8054049140206804,0.027603805,29.177315,13.046876,10.46377011915962,0.03218715,7.792976372783076,0.03140035,1.0062629
2171537354644491776,324.1541712788192,0.049893126,51.42201090871577,0.051009115,0.6736464089030901,0.05844618,11.525928,4.719934,-3.987005648179773,0.070823796,-2.526175624158809,0.065430686,0.983022
2171537354646111744,324.14478364332837,0.23579654,51.4085095915909,0.23895983,0.2890256181693157,0.27830088,1.0385364,7.1944056,-5.811633948022706,0.34537828,-4.240799903878125,0.30860394,1.1269282
2171537354646115584,324.14847501508035,0.3750753,51.41172509529047,0.344937,1.0231204772305518,0.43591863,2.3470447,4.728353,4.664140527228968,0.5197567,0.776606376453076,0.43432885,1.2224169
2171537354646117888,324.15485261396134,0.48426417,51.413800014818875,0.51764727,0.7783386899530701,0.57727015,1.3483093,7.3107586,-7.138100671825341,0.691651,-1.5794640715262935,0.63972354,1.1307876
2171537354650542336,324.1487071071066,0.6972572,51.41911333359252,0.77865505,0.08271544629365596,0.79996085,0.103399366,6.788134,-6.422834009349549,0.94397897,-2.196808038947253,0.96748,1.0790656
2171537358953906304,324.14217209903256,0.053406738,51.41636145326479,0.054850366,0.5550081847517401,0.06361875,8.723972,31.820208,-31.042658931951284,0.07427598,-6.991346314205205,0.06948717,1.0025438
2171537358953906816,324.1556233671721,0.051662646,51.42041846453858,0.05025927,0.1879751741210886,0.059686,3.1494012,5.3071136,-4.022697406076665,0.07138923,-3.4616989325599636,0.064951606,0.945969
2171537358955562880,324.1393227801223,1.0979578,51.41093709137617,1.1967977,5.61853038825335,1.4333049,3.9199824,5.3611054,2.545620769728348,1.7545772,-4.718184694918005,1.3827342,1.6226087
2171537389004113664,324.0855933475329,0.16508318,51.38866818444309,0.1749697,0.1536471281547038,0.1942332,0.79104465,5.5408254,-4.422377977688951,0.23822227,-3.338160853633881,0.21797806,0.996434
2171537389004124544,324.0928141154148,0.089479774,51.39259180695017,0.095593594,0.17301324200887913,0.10639609,1.626124,5.076392,-3.6644003926254665,0.1301785,-3.5131078659330015,0.13161583,0.96018463
