source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,ruwe,dist
2678782750467187328,333.95672569287893,0.40211532,0.3048265816370129,0.43443924,0.3271850169516994,0.42275542,11.981323,-10.684469462617235,0.47202337,-5.421642934442843,0.55844563,1.0268397,0.2323048501449671
2678716607970668928,334.1954578043881,0.9817224,0.05075453518289442,0.76582485,1.9886599285677462,1.3449565,5.0306315,1.6206537817014475,0.85798997,-4.762429701705647,0.891006,0.9127724,0.23236964968161475
2679101338256339968,334.420197113418,3.502539,0.29354502844560065,3.810593,,,,,,,,,0.2324269144318949
2678788935220301056,333.96352142292534,0.5052128,0.3437390215183626,0.5570559,0.9245390434548664,0.53395796,9.542245,-6.414058539572144,0.5797993,-7.065005190394865,0.69600713,0.99829465,0.23255245392826923
2678782647387966208,333.95538385952216,0.2803751,0.2898449518040691,0.2938429,0.3025276277948836,0.32294905,1.138414,1.1080469316950912,0.3014071,-0.26118685273592956,0.3696506,0.9831709,0.23272016255828165
2679167957493563392,334.1100174234256,0.04571904,0.5022865313544556,0.048402894,0.8632678303722161,0.053625803,2.8662817,1.3590534918615187,0.06835159,2.5235975919241334,0.06688367,1.0682114,0.23273700516094253
2678716573610932480,334.2206724431843,0.44104353,0.05248553346544632,0.38425782,1.254500297686576,0.5454389,18.261236,6.079869692298077,0.4044755,-17.21940587535477,0.42650154,0.86704034,0.23282211910179043
2678765540532639232,334.01446147497427,24.675903,0.12679545770360257,9.840609,,,,,,,,,0.23349250998564322
2678765536238164992,334.0143300682828,0.21458934,0.12651261244347783,0.2013568,0.8908347035544445,0.22708124,9.8728285,-4.257360694957988,0.19288976,-8.907727757722968,0.22704527,1.2481039,0.23377943738199997
2679167480752504064,334.22511744470745,0.013901487,0.5139141356046758,0.0156271,1.5898217723441,0.016065683,13.420787,9.164203190839226,0.018846156,-9.804840448884748,0.018045133,0.9605271,0.23387248272600408
2678719528548455680,334.30902206709874,1.3404388,0.08280763636808046,1.5646815,,,,,,,,,0.23393052299970613
2678792130675810432,334.0109957965636,0.4151976,0.4361993605747875,0.395251,0.3210148086689348,0.3940751,9.523787,3.2168824655341,0.44661525,-8.964049116666747,0.49298707,0.9368626,0.23409421874381495
2678716406107178496,334.1573472957446,0.04449382,0.05091708378137069,0.03746163,0.9874812325905501,0.054895435,9.463305,4.287891490752933,0.04296366,-8.43612084023191,0.045178626,0.9938285,0.23410387366427235
