source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,ruwe,dist
1429244822665132416,242.6408868702666,0.3590474,55.08707143115641,0.32763007,0.565860462910895,0.32460654,8.049318,-7.394987984653021,0.36716264,-3.1789419290505103,0.37057945,1.0910769,0.1585823582103061
1429045055146908416,243.05553132311124,0.1275398,54.93946416056026,0.11818618,0.3082063680305388,0.120489456,5.919916,4.029312694813669,0.14934687,-4.337054807899962,0.1734871,1.0472153,0.15860663238288455
1429244238549534720,242.55194128089855,0.1487652,55.04016752615285,0.13220818,0.768633183950048,0.14587228,8.406586,-4.407316521373937,0.15914218,-7.158647893580142,0.15681884,0.96154636,0.15888553143275608
1429041279871367680,243.00519220174712,0.039470743,54.857829831156685,0.038141057,0.6892002071295589,0.039906677,11.671349,-2.0002080120780787,0.04972208,-11.498675778580479,0.050595492,1.0026431,0.15893269999547235
1429037358568830976,242.69860093735298,0.18511973,54.79804590327227,0.19810331,0.26708995829544147,0.20161037,6.7143393,-6.476787326568058,0.21715792,1.7701920007963323,0.23681656,1.0028566,0.15901157468223737
1429239015871059840,242.71921688631906,4.7410183,55.105187684074046,8.883699,,,,,,,,,0.15904665128043155
1429238088156913280,242.83179352672775,0.24526112,55.10646791311553,0.17315935,0.7896573734744786,0.19947498,5.545171,-5.534337226371946,0.25684828,0.3464512667958514,0.22429776,0.98460865,0.15925557748179295
1429244242845619840,242.53739663647713,0.27840564,55.02763867936517,0.27564394,1.798018600314597,0.2746449,31.462543,-9.557454592722827,0.3115641,29.97576883434595,0.3546112,1.1018482,0.1593769761117929
1429233140354586368,242.71363141248744,0.09195159,55.1049728407275,0.09047681,1.128808000796689,0.08882686,9.159348,7.9396835828707815,0.100707434,-4.56673506738164,0.105112225,1.0250591,0.15956984725293638
1429244826961143296,242.65387666688625,3.17884,55.092264447043306,2.8673236,,,,,,,,,0.15958009523870884
1429044818924455040,243.05362200203982,0.013836054,54.921899656426255,0.014171938,0.6985028777315848,0.014184588,39.86989,-39.30162860450294,0.017076492,6.70745246422918,0.019968221,0.87405246,0.15968628816365663
1429226371485414528,242.5409927104911,0.6044509,54.86839362264184,0.6220493,-0.15897095418880847,0.7255692,4.337057,-1.7938265405558385,0.7022045,-3.9487021981454244,0.78712744,1.071601,0.15980801608132988
1429238848365768192,242.82195701248307,2.575853,55.108351991499134,2.5087085,,,,,,,,,0.1601639189162342
1429047632127301376,243.04893384907786,0.07349666,54.99309898347183,0.061311703,0.3636377483915235,0.067132466,7.516698,-7.123573978274965,0.08873055,2.3990502582195736,0.08845049,1.0492105,0.1602664189303534
1429038595515735296,242.7551626250377,0.08156961,54.789982256006624,0.09175186,0.22838200953096743,0.091857016,4.4414034,-1.8773366390745743,0.10031447,-4.025130038638411,0.11144812,1.0157582,0.16065846377276474
1429041138136694400,242.9646825409211,0.25153854,54.82926537405625,0.25134197,0.3400736263957854,0.25917846,5.8262353,-0.9996140018152244,0.3183032,-5.739842430247752,0.31724617,1.0572213,0.16081239732926994
1429038045759923328,242.86436144079482,0.27452096,54.79652620193533,0.26980838,0.7993656101329613,0.28721908,29.059658,-21.22027114194745,0.35643816,19.85355836994186,0.35711133,1.004871,0.16097065830354593
1429244826961176064,242.6473559938043,0.022860166,55.091886192698325,0.024463274,0.44564912605217555,0.02395501,7.6215744,1.1356186103177068,0.025903167,-7.53649572877595,0.029230252,0.9843428,0.1609748769478278
1429230739468385408,242.5014061699963,0.03301354,54.968853262939035,0.035266094,1.6215225521463597,0.037019186,7.822206,-5.679669949452381,0.03991866,-5.378499433251083,0.04593282,1.0638722,0.1610628460627035
1429238397394557696,242.85784581607018,8.211088,55.105036159607714,1.6945522,,,,,,,,,0.1613257385440383
1429230803891769088,242.50192971341076,0.1210281,54.97444225676392,0.13509722,0.8019732856668103,0.14294599,15.402304,-6.16275623153565,0.1417322,14.115643409222269,0.1767985,1.0360235,0.16150404442954314
1429238229891377664,242.89802936497028,0.06348694,55.09687202759381,0.05910721,0.8690311045229857,0.06425213,12.2760515,-8.002009253291257,0.07512652,9.30963435895032,0.08535767,1.3504087,0.1617036972925294
