ra,dec,jPetroMag,jPetroMagErr,hPetroMag,hPetroMagErr,kPetroMag,kPetroMagErr,distance
11.261050521138714,7.622899688494942,19.075214385986328,0.1576899290084839,-999999488.0,-999999488.0,17.147354125976562,0.16280467808246613,13.802238958634018
11.226724702353913,7.64304142355215,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,11.89832053858844
11.17849416588193,7.6213870392626495,18.38968849182129,0.08600727468729019,-999999488.0,-999999488.0,-999999488.0,-999999488.0,12.56498277974379
11.139392122026624,7.635201816180376,19.412330627441406,0.28156688809394836,-999999488.0,-999999488.0,-999999488.0,-999999488.0,11.751935234070515
11.117964313305087,7.634600732010642,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,11.987376011717881
11.188468604823154,7.622046387816813,18.353567123413086,0.08800382912158966,-999999488.0,-999999488.0,-999999488.0,-999999488.0,12.591499675504455
11.181920412132408,7.612502650270594,17.36501693725586,0.05753783881664276,-999999488.0,-999999488.0,-999999488.0,-999999488.0,13.114760342854252
11.183344736735673,7.625486673817217,-999999488.0,-999999488.0,-999999488.0,-999999488.0,15.340357780456543,0.12571386992931366,12.349047030816923
11.201577667143539,7.889804764586724,18.91446876525879,0.20644454658031464,18.536136627197266,0.33659547567367554,-999999488.0,-999999488.0,4.356918819317831
11.21097020329092,7.90547409844569,17.806808471679688,0.08033964782953262,16.632408142089844,0.12478256225585938,15.946295738220215,0.12374082952737808,5.448323842034036
11.119189304143434,7.913487586769957,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,5.565610406729936
11.07582326676533,7.914126093710981,15.052556991577148,0.008258252404630184,14.488842964172363,0.012068802490830421,14.034494400024414,0.011617891490459442,7.106898919340189
11.20781404406078,7.920047581657509,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,6.104637166696531
11.232604240361061,7.924517258517417,18.802358627319336,0.20156067609786987,-999999488.0,-999999488.0,-999999488.0,-999999488.0,7.12608912062437
11.14182462008312,7.93168938061658,17.577465057373047,0.14156077802181244,16.26973533630371,0.11118527501821518,15.671247482299805,0.10156533122062683,6.1962496966388
11.132253449655188,7.938561288456575,19.45284080505371,0.1879832148551941,-999999488.0,-999999488.0,-999999488.0,-999999488.0,6.719179767654165
11.318356788024735,7.641658488176199,19.36855697631836,0.17194963991641998,-999999488.0,-999999488.0,18.591419219970703,0.5957524180412292,14.70857045417761
11.310727248622975,7.639694504499745,-999999488.0,-999999488.0,-999999488.0,-999999488.0,18.389076232910156,0.40463224053382874,14.514957744031506
11.38787728684371,7.874745082188034,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,13.807944025148181
11.380196861332166,7.891078636744022,18.79774284362793,0.14255568385124207,-999999488.0,-999999488.0,18.0101261138916,0.378913015127182,13.591074188660853
11.34493478744908,7.918387031371626,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,12.203951933824348
11.385437895086373,7.93117976724144,17.439809799194336,0.11052098870277405,16.8247127532959,0.1523708552122116,15.9381742477417,0.1173897385597229,14.709691580383367
11.368825007892175,7.944536330567185,16.734397888183594,0.034616563469171524,16.16075325012207,0.04977923259139061,15.896615982055664,0.06504576653242111,14.186578279098669
11.311328617557722,7.938769935735902,-999999488.0,-999999488.0,-999999488.0,-999999488.0,17.780195236206055,0.28773555159568787,11.112208820536186
11.015562360305607,7.6354805639383745,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,14.490009253204825
11.05640100481763,7.618203083122168,-999999488.0,-999999488.0,17.85193634033203,0.2333749383687973,16.91054916381836,0.23354148864746094,14.121914219009408
11.068114977614007,7.601607461159391,18.224760055541992,0.12153813242912292,17.636404037475586,0.19059424102306366,17.195600509643555,0.18944399058818817,14.752413879059423
10.927453807008071,7.899975302626991,15.903070449829102,0.013503946363925934,15.254975318908691,0.019708197563886642,15.05618667602539,0.02602234296500683,14.445137034849436
10.986313419453225,7.9018722738054725,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,11.187648840268492
11.048215908273988,7.903786092550088,19.61605453491211,0.31052201986312866,-999999488.0,-999999488.0,-999999488.0,-999999488.0,7.983827961014589
11.066670950930847,7.879025076380948,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,6.278850209564626
10.937117393557449,7.862710610910108,-999999488.0,-999999488.0,-999999488.0,-999999488.0,17.977352142333984,0.26685449481010437,13.392346506625083
11.368636761841746,7.837204687825996,-999999488.0,-999999488.0,15.593932151794434,0.039571329951286316,15.413002967834473,0.046545401215553284,12.408918473804347
11.340037202113406,7.690642807910586,-999999488.0,-999999488.0,16.242769241333008,0.1038815826177597,15.779326438903809,0.12121352553367615,13.582125193774823
11.309720613975493,7.852405533831814,-999999488.0,-999999488.0,15.659769058227539,0.04294459894299507,15.460762023925781,0.057010866701602936,9.000208940413753
11.302645391229637,7.6925624162504365,-999999488.0,-999999488.0,17.825082778930664,0.216628298163414,17.7940616607666,0.3106486201286316,11.828630895058543
11.299836357619402,7.653095345869747,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,-999999488.0,13.482605988114656
11.350893640445035,7.804175771117191,-999999488.0,-999999488.0,11.795845031738281,0.0017186442855745554,14.083260536193848,0.014294194988906384,11.452483509507704
11.302637019428595,7.692545282053857,18.519092559814453,0.1697303056716919,18.719982147216797,0.46125370264053345,17.935701370239258,0.27621617913246155,11.828990946607359
