source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,ruwe
3258015478959598080,59.64989812286124,0.20830838,1.232003069613354,0.14378798,1.305321820902584,0.24480356,7.601884,1.5923831346790482,0.236196,7.433232955902801,0.17632157,1.0126317
3258016269233586816,59.555596794303135,0.06508223,1.1682214278902534,0.05112073,0.5216504421585534,0.081865005,9.012001,8.995872778412465,0.080026895,0.5389137459679417,0.067233294,0.8979099
3258016372311070976,59.56379190244015,0.06365979,1.1792355566674932,0.049690206,0.6374965003892451,0.07796324,5.700094,4.554184187901893,0.07797005,-3.4278975562081304,0.064397775,1.0890093
3258016406672538240,59.57677747536781,0.055396214,1.199941702775479,0.041284055,0.4038009374630472,0.06528856,1.223078,0.9545587866464997,0.06583703,0.7646812279195658,0.052996997,0.9669668
3258016574174768000,59.50779320365124,0.13440576,1.1964397074209907,0.10349928,1.020859583630863,0.16470054,9.432991,9.056778173193317,0.16506341,-2.6374407317119783,0.13314277,1.0318444
3258016677253992704,59.56545014280534,0.056127902,1.2140116993047767,0.040049803,1.1316686240271365,0.06870866,3.760357,0.05294226311256318,0.06344172,-3.759984133573541,0.049847618,1.0333995
3258016715910184576,59.5332743477402,0.038587607,1.2051254105016573,0.028126406,0.41673188545995427,0.04668266,3.1086907,1.5900721605175194,0.04580581,2.6712598118666593,0.0356999,1.0033859
3258017570607205888,59.52309265972675,0.15019718,1.2397669050151783,0.10680961,2.37444715655229,0.17765607,21.638636,0.9972446677836388,0.16485853,-21.615643595938856,0.13011779,1.0709743
3258017746702335104,59.50748669530445,0.097958595,1.2417234600411922,0.08271417,1.3195722018792782,0.12461366,10.777222,9.44946590479482,0.1231956,-5.182286647216444,0.10840376,1.0244454
3258018021580239360,59.6087599340365,0.04128452,1.2165139224745005,0.035604946,1.0360282384706396,0.05247865,9.135988,7.9012814980199675,0.05029699,-4.586504913112332,0.045753565,1.0381141
3258018193378931584,59.58276518924644,0.02435776,1.2277541854739833,0.017574279,0.6202144329720775,0.028464787,5.401132,4.364191043679233,0.028377298,-3.182147493038515,0.021603635,0.93224925
3258018262098409088,59.56289222469807,0.07084678,1.2361459722714878,0.055351425,1.3743248244341677,0.08897161,28.352856,-8.463944209357692,0.080805525,-27.06004563278215,0.06655773,0.955926
3258018502616574720,59.62114633904052,0.023125982,1.2515043382819595,0.018619824,1.0289109137631938,0.027441353,4.14961,-3.8523284549500287,0.029197548,-1.5423448535086048,0.023827538,1.0924447
3258018536976311808,59.6281471649122,0.058877133,1.2604634505289143,0.048976257,0.6915352311486276,0.07182214,7.5724015,-2.1848197307418613,0.07308403,-7.2503672284164615,0.062119517,0.96131736
3258019052372391680,59.54035837811931,0.059938297,1.2500578644002247,0.043875683,1.2295758284471738,0.07231772,10.187395,5.827747239970575,0.068985514,-8.355858565061578,0.05421631,0.9988571
3258019086732128128,59.555150790707984,0.024390936,1.2591704267890191,0.016901623,3.795184220146186,0.028348776,20.71084,-17.600163856670537,0.028441517,-10.916643869064542,0.021600505,0.98473865
3258019533408724992,59.590257924126384,0.08328614,1.2763159558939916,0.06750726,0.7688469269421617,0.099678755,9.286726,1.3282056280365924,0.10168467,-9.1912536427587,0.084284,1.0819811
3258019705207414272,59.63168338181471,0.040149763,1.3055788453262267,0.033611946,1.4872513707604058,0.048294954,17.393045,15.323896907891791,0.049284637,-8.22776967557539,0.042215277,1.0404428
3258031215719771776,59.519302331901756,0.01861847,1.2937645096215111,0.015473318,2.304913210267411,0.022994742,5.604777,4.863100732788802,0.023160307,2.786355094284776,0.019961609,0.99581224
3258031628036629888,59.555086732077626,0.07029107,1.3137561314081219,0.05767701,0.5014899759090885,0.08685531,28.644999,13.096436947595823,0.08721691,-25.47585772554608,0.074277565,0.9766141
3258031658099981440,59.554366265401775,0.2711339,1.318427126686179,0.2151443,3.2069871891578776,0.3266077,39.651287,38.5387650912689,0.33249244,9.32674250122772,0.29518944,0.8812942
3258031731116138880,59.54529031893382,0.11765775,1.3282371891949913,0.09922789,0.8975730980125405,0.1540278,10.39659,5.50989466418395,0.14971964,-8.816470619183203,0.13565,1.0328999
3258032895050601344,59.52645151793918,0.139496,1.3806810987625904,0.12269277,2.854284138870756,0.1799318,6.4600606,6.160201581715791,0.1741408,-1.9453282823796245,0.16056183,1.0323706
3258032899346947456,59.53643342304591,0.077433646,1.3771966034846397,0.07244361,1.0349836999423945,0.10485964,7.8535886,7.284056983391106,0.10028268,-2.93621657230495,0.09382722,0.9559531
3258032963770086016,59.52440725620027,0.3056874,1.3903662496805698,0.26748556,3.0028241607852633,0.40101048,38.52572,37.8170296293303,0.3756747,-7.355498655560683,0.35174775,1.1358124
3258038053307766784,59.741071028968854,0.13429262,1.2379463787661313,0.12844408,1.5968947055339153,0.17315027,16.504028,-3.549593032475691,0.17204428,-16.11779492677051,0.16817762,0.9095836
3258038392608675072,59.8426660928723,0.1236215,1.2743797541828683,0.09510043,1.0588201061850862,0.1455749,16.591253,14.352858268275812,0.15250905,-8.322567331322523,0.11970805,1.0374416
3258038568703838080,59.776930019222924,0.031218171,1.2659439122454146,0.024922278,0.5061440526681255,0.038746867,3.3032882,0.4583327619089723,0.03703395,3.271336694816976,0.03144283,0.9932992
3258038804925520384,59.730372189698045,0.16054249,1.247286024873076,0.11046754,1.1080278795102576,0.18557884,6.152881,3.844461244113633,0.17204303,-4.8039636469501,0.1338105,0.9600978
3258038839285260160,59.70893312183879,0.21977432,1.2504175688936006,0.1542538,3.075787437191759,0.26626956,19.942814,12.32372099889978,0.2281804,-15.679339744894358,0.17593919,0.9810321
3258038877941718784,59.72736272020609,0.3968363,1.2622596878312167,0.31771958,4.3346939835796645,0.47697407,15.88473,14.033499357114316,0.44692242,-7.4421473359162515,0.3617735,5.492148
3258039011083964416,59.73990843079759,0.15341441,1.2719623490020782,0.1113432,2.628569631507678,0.1761296,14.725911,13.285174150956305,0.15909287,-6.352685013843593,0.12730466,0.99933
3258039118459591552,59.69673218264751,0.021135623,1.2702162305759273,0.016694168,0.9652743284453309,0.025852373,4.911057,4.01259969209232,0.024152433,-2.8315235537625285,0.020051869,1.0721707
3258039251602141440,59.71229256497174,0.27389982,1.2886167197640759,0.19063434,2.877994098408953,0.32035035,11.159266,9.787262637319778,0.27982363,-5.360849673200153,0.22262643,1.0779982
