objid,raMean,decMean,raMeanErr,decMeanErr,gPSFMag,gPSFMagErr,gKronMag,gKronMagErr,rPSFMag,rPSFMagErr,rKronMag,rKronMagErr,iPSFMag,iPSFMagErr,iKronMag,iKronMagErr,zPSFMag,zPSFMagErr,zKronMag,zKronMagErr,yPSFMag,yPSFMagErr,yKronMag,yKronMagErr,objInfoFlag,qualityFlag,nDetections,nStackDetections,ginfoFlag,ginfoFlag2,ginfoFlag3,rinfoFlag,rinfoFlag2,rinfoFlag3,iinfoFlag,iinfoFlag2,iinfoFlag3,zinfoFlag,zinfoFlag2,zinfoFlag3,yinfoFlag,yinfoFlag2,yinfoFlag3,pmra,pmdec
169703241030283402,324.102983854817,51.4189456316356,0.0143307387899869,0.0143307387899869,23.7402992248535,0.252680003643036,-999,-999,21.7745990753174,0.0520419999957085,-999,-999,20.694299697876,0.0285659991204739,20.654899597168,0.0443160012364388,20.3724994659424,0.0584100000560284,20.706600189209,0.102770000696182,19.737699508667,0.0609599985182285,-999,-999,436527104,52,32,4,35651585,4,196608,35651585,0,196608,35651585,0,196608,35651585,0,196608,35651585,0,196608,-23.4640933310894,3.75190975006614
169703241319007389,324.131915711233,51.4222398666688,0.0209464849552321,0.0209464849552321,-999,0.840436995029449,-999,-999,22.0009994506836,0.0709670037031174,22.0660991668701,0.104073002934456,21.0923004150391,0.0461499989032745,21.1898994445801,0.0695509985089302,20.5335998535156,0.0790100023150444,20.5028991699219,0.102372996509075,19.7343997955322,0.0744889974594116,20.3502006530762,0.161460995674133,436527104,52,18,4,35651585,4,196608,35651585,0,196608,35651585,0,196608,35651585,0,196608,35651585,0,196608,30.3537728922482,31.4603802030654
169703241334085998,324.133543405463,51.4211294355565,0.014094538840916,0.014094538840916,-999,1.11535000801086,-999,-999,22.095100402832,0.0704369992017746,21.9829998016357,0.110495001077652,20.807300567627,0.0402610003948212,21.2194004058838,0.0784529969096184,20.1089992523193,0.0540210008621216,20.1711006164551,0.0819500014185905,19.4664001464844,0.0489979982376099,19.5767002105713,0.0738449990749359,436527104,52,25,4,35651585,4,196608,35667969,0,196608,35651585,0,196608,35651585,0,196608,35651585,0,196608,42.8576538277825,-13.7957148734678
169703241339104810,324.133935960541,51.4201435583709,0.0120246463718433,0.0120246463718433,-999,1.09284996986389,-999,-999,21.8526992797852,0.054101999849081,21.8514003753662,0.0758590027689934,20.6375999450684,0.0344959981739521,21.081600189209,0.0700170025229454,20.0491008758545,0.0514400005340576,20.0648994445801,0.0799100026488304,19.2486991882324,0.040862999856472,19.5457992553711,0.0690679997205734,436527104,52,29,4,35651585,4,196608,35651585,0,196608,35651585,0,196608,35651585,0,196608,35651585,0,196608,14.4725599320133,-3.37851258822923
169703241339212150,324.133927140806,51.417876031845,0.000756115970927343,0.000755885559255704,18.2460994720459,0.00457199988886714,18.3906002044678,0.00453499983996153,17.2882995605469,0.00181599997449666,17.3344993591309,0.00197699991986156,16.5988006591797,0.00190499995369464,16.8015003204346,0.00210199994035065,16.5195007324219,0.00304399989545345,16.4860992431641,0.00363199994899333,16.0916996002197,0.00338799995370209,16.228099822998,0.0048349997960031,503635968,60,44,5,102760453,128,196608,102760453,128,196608,102760453,128,196608,102776839,128,196608,102760517,128,196608,-8.92945665110977,-2.24200973232455
169703241363746929,324.136387772182,51.4218553664538,0.0039325201156709,0.0039325201156709,21.7413997650146,0.0686499997973442,22.0440998077393,0.120940998196602,20.0998001098633,0.0131310001015663,20.1921997070313,0.0199800003319979,19.2320995330811,0.0147080002352595,19.4344997406006,0.0220100004225969,18.8575992584229,0.0230769999325275,18.8791007995605,0.0346149988472462,18.3551998138428,0.0171290002763271,18.4736003875732,0.0262080002576113,436527104,52,41,5,35651585,0,196608,35651585,0,196608,35651585,0,196608,35651585,0,196608,35651585,0,196608,-1.57980557494301,3.93576564455871
169703241391022408,324.139076754554,51.4180323266753,0.00732978047873914,0.00732978047873914,22.7271995544434,0.107602998614311,22.320499420166,0.163252994418144,21.4556007385254,0.0546390004456043,21.5879001617432,0.090207003057003,20.1730003356934,0.0209710001945496,20.3941993713379,0.0361020006239414,19.6068000793457,0.0334630012512207,19.8118000030518,0.0493859983980656,19.2418003082275,0.0355640016496181,19.5112991333008,0.0588359981775284,436527104,52,37,5,35667969,0,196608,35651585,0,196608,35651585,0,196608,35651585,0,196608,35651585,0,196608,3.2799225936352,-7.79269420536299
169703241405066844,324.140506654908,51.4217801853657,0.00120383788810771,0.00118901421515933,19.5035991668701,0.0095210000872612,19.5897998809814,0.0107979997992516,18.3824996948242,0.00417899992316961,18.4181995391846,0.00494599994271994,17.6275005340576,0.00289599993266165,17.7628002166748,0.00331500009633601,17.3659992218018,0.00562100019305944,17.3908996582031,0.00646399985998869,16.9724006652832,0.00645399978384376,17.0456008911133,0.00920000020414591,503635968,60,47,5,102760453,128,196608,35651585,0,196608,102760453,128,196608,35667969,0,196608,35651585,0,196608,-14.8149424815556,1.9864439859459
169703241416285391,324.14163784745,51.4205750535706,0.000397191511340317,0.000397745882086896,19.0678005218506,0.00668499991297722,19.2213001251221,0.00812400039285421,17.2700004577637,0.00229500001296401,17.1657009124756,0.00264499988406897,15.9955997467041,0.00109699997119606,16.0580997467041,0.00115499994717538,15.3311004638672,0.00122099998407066,15.3203001022339,0.00146499997936189,14.8245000839233,0.001503000035882,14.8438997268677,0.00181399995926768,503635968,60,52,5,102760453,128,196608,102760453,128,196608,102760517,128,196608,102760517,128,196608,102760517,128,196608,-5.60041529898083,-5.38889482841477
169703241422350347,324.142226868721,51.4163690174298,0.000724315262229936,0.000714797089299343,18.0783004760742,0.0030670000705868,18.1193008422852,0.00321200001053512,17.3017997741699,0.00205800007097423,17.335599899292,0.00253900000825524,16.9225006103516,0.00168700003996491,17.044900894165,0.00200399989262223,16.8589992523193,0.00351800001226366,16.8726997375488,0.00448499992489815,16.6541996002197,0.00453600008040667,16.7693004608154,0.00686499988660216,503635968,60,54,5,102760453,128,196608,102760453,128,196608,102760453,128,196608,102760453,128,196608,102760453,128,196608,-24.8300198630306,-10.5518479913374
169703241430063877,324.14305074938,51.4193105269509,0.00156720332818086,0.00156905604799875,20.2453002929688,0.0136869996786118,20.1707000732422,0.0196780003607273,18.9118995666504,0.00532899983227253,18.7887001037598,0.00648199999704957,18.0988998413086,0.00359100010246038,18.1012001037598,0.0039860000833869,17.7003993988037,0.00584199978038669,17.566499710083,0.00667400006204844,17.3460006713867,0.00678399996832013,17.1900005340576,0.00865000020712614,512024576,61,55,5,35651585,0,196608,35667969,0,196608,35651585,0,196608,35667969,0,196608,35667969,0,196608,-2.7073063501191,4.683111684019
169703241449342535,324.144938487581,51.4181962966617,0.00320287827139483,0.00322490989992941,23.3969993591309,0.168380007147789,-999,-999,21.1821002960205,0.0293889995664358,21.3754997253418,0.049371000379324,19.4344005584717,0.00977599993348122,19.6448993682861,0.0150720002129674,18.3927993774414,0.0101110003888607,18.4911994934082,0.0147949997335672,17.6291999816895,0.00853400025516748,17.7467002868652,0.0137379998341203,503636096,60,39,4,35651585,4,196608,35651585,0,196608,35651585,0,196608,35651585,0,196608,35651585,0,196608,12.3863863833385,-9.02158068776385
