ps1_objid,ps1_ra,ps1_ra_error,ps1_dec,ps1_dec_error,ps1_gpsf,ps1_gpsf_error,ps1_rpsf,ps1_rpsf_error,ps1_ipsf,ps1_ipsf_error,ps1_zpsf,ps1_zpsf_error,ps1_ypsf,ps1_ypsf_error,teff,logg,feh,sam_g,sam_r,sam_i,sam_z,sam_y,sam_j,sam_h,sam_k,scale_factor,scale_factor_error,chi2,computed_j,computed_j_error,computed_h,computed_h_error,computed_k,computed_k_error,gaia_source_id,gaia_ra,gaia_ra_error,gaia_dec,gaia_dec_error,gaia_parallax,gaia_parallax_error,gaia_pm,gaia_pm_ra,gaia_pm_ra_error,gaia_pm_dec,gaia_pm_dec_error,gaia_ruwe,ob_j,ob_j_error,ob_h,ob_h_error,ob_k,ob_k_error,diff_j,diff_h,diff_k,objinfoflag,qualityflag,ndetections,nstackdetections,ginfoflag,ginfoflag2,ginfoflag3,rinfoflag,rinfoflag2,rinfoflag3,iinfoflag,iinfoflag2,iinfoflag3,zinfoflagzinfoflag2,zinfoflag3,yinfoflag,yinfoflag2,yinfoflag3
1.6970324002023014e+17,324.002061584618,9.176925533802235e-07,51.4161964036433,9.236217443653336e-07,21.786600112915,0.0582650005817413,20.236499786377,0.0167559999972582,19.3180999755859,0.00733300019055605,18.8304996490479,0.00991700030863285,18.476900100708,0.019174000248313,8562.5,0.0,-2.5,-41.923589,-41.109774,-40.737598,-40.580204,-40.382594,-39.731863,-39.126037,-38.657921,55.9977984791343,0.0008390671802273714,0.41513825387436826,17.403935479134308,0.16160217830751208,16.778761479134307,0.16160217830751208,16.3618774791343,0.16160217830751208,2.171540343943358e+18,324.0020582410558,0.3194241,51.41619689065787,0.32310578,0.707947174271469,0.3840428,1.8434069,3.3708882,-2.2998984194177066,0.43216974,-2.464417802445654,0.37610468,17.218805,0.043435205,16.472078,0.04189893,16.140598,0.05506339,-0.18513107,-0.3066826,-0.22127914,436527104.0,52.0,62.0,10.0,35651585.0,0.0,0.0,35651585.0,0.0,0.0,35651585.0,0.0,0.0,35651585.0,0.0,0.0,35651585.0,0.0,0.0
1.6967324082969805e+17,324.082956132347,9.354651870122451e-07,51.397747391056,9.492123381299198e-07,21.1597003936768,0.0253960005939007,19.6760005950928,0.0102169997990131,19.0993995666504,0.0109099997207522,18.8248996734619,0.0152700003236532,18.5445003509521,0.0225300006568432,9500.0,0.0,-2.5,-43.168165,-41.914978,-41.387338,-41.181588,-40.88887,-40.071189,-39.351322,-38.879028,56.47165702754628,0.0003218291728893951,1.8407132095097543,17.538468027546283,0.1616003204638423,17.027335027546275,0.1616003204638423,16.61462902754628,0.1616003204638423,2.1715374577356083e+18,324.082957170558,0.25435507,51.39773839643644,0.26530102,0.5773476810417968,0.32176888,1.7942932,9.859815,0.7525887363656216,0.36138573,-9.831050232613022,0.32562548,17.365332,0.05084801,16.632557,0.051211108,16.133451,0.053901717,-0.17313576,-0.3947773,-0.48117828,436527104.0,52.0,46.0,5.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0
1.6974324208512205e+17,324.208514400995,5.399312008091288e-07,51.4511146556119,5.478477621777758e-07,20.7684001922607,0.0195649992674589,19.2591991424561,0.00858599971979856,18.476900100708,0.00414300011470914,17.9946994781494,0.00551400007680058,17.6634006500244,0.00937699992209673,9687.5,0.25,-2.5,-42.378984,-41.468243,-40.981512,-40.873098,-40.628435,-39.915758,-39.297428,-38.773676,55.41194902266811,0.00011840107237209739,0.6124643114866923,16.634191022668116,0.1616000433750373,16.021521022668114,0.1616000433750373,15.66027302266811,0.1616000433750373,2.171538969552278e+18,324.2085139580942,0.16064514,51.45111545906172,0.1639847,0.08489894223923945,0.19770904,0.42941356,6.008022,-3.9929629885487663,0.23992321,-4.489161877607268,0.21359865,18.24947,0.0465257,17.262709,0.055616163,15.414997,0.025428113,1.6152782,1.241188,-0.2452755,503635968.0,60.0,60.0,5.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0
1.697232407099884e+17,324.071001672359,9.063092530856539e-08,51.439774172279,9.285733361312415e-08,17.3864994049072,0.00241499999538064,16.1208000183105,0.00120800000149757,15.5718002319336,0.000768000027164817,15.0611000061035,0.000743000011425465,14.8386001586914,0.00137399998493493,9625.0,0.0,-2.5,-43.334109,-42.022339,-41.47397,-41.261772,-40.956374,-40.116433,-39.38136,-38.908509,52.89604379529847,2.0642475997222418e-06,0.8846982338576372,13.917610795298467,0.16160000001318414,13.421683795298467,0.16160000001318414,13.009534795298466,0.16160000001318414,2.1715405200498222e+18,324.07100173582296,0.026547914,51.439772380541186,0.027305882,0.46757876203321097,0.03143945,14.872358,1.6964816,0.386785197865186,0.03783381,-1.6518011042086866,0.03562416,13.522798,0.0018563585,13.038689,0.002080048,12.813236,0.0029479198,-0.39481354,-0.3829956,-0.1962986,503635968.0,60.0,63.0,5.0,102760517.0,128.0,196608.0,102760517.0,128.0,196608.0,102760517.0,128.0,196608.0,102760517.0,128.0,196608.0,102760517.0,128.0,196608.0
1.6974324129534778e+17,324.129527785829,3.320595499730063e-07,51.45589935567,3.277559744082564e-07,19.9731998443604,0.0101739997044206,18.6333999633789,0.00430000014603138,17.9377002716064,0.00271399994380772,17.4869995117188,0.00362799991853535,17.2141990661621,0.00605499977245927,9312.5,0.0,-2.5,-42.91925,-41.753937,-41.25739,-41.061311,-40.787615,-40.003324,-39.306265,-38.834807,55.106382144129256,3.58382945179566e-05,0.7496158499747234,16.24105814412926,0.16160000397395835,15.707117144129253,0.16160000397395835,15.293575144129258,0.16160000397395835,2.1715420619287424e+18,324.12951810376046,0.11071545,51.45589764297036,0.12017547,0.21687845377422088,0.13306269,1.6298968,6.309723,-4.484117066941131,0.16290458,-4.43906474884922,0.15830511,15.9061365,0.013593936,15.255664,0.014788151,15.1142645,0.020931877,-0.33492184,-0.4514532,-0.1793108,503635968.0,60.0,71.0,5.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0
1.6981324169476512e+17,324.169489621767,9.014165819118403e-07,51.5120360789376,9.06393626007901e-07,21.6033992767334,0.0453660003840923,20.0454006195068,0.0157960001379251,19.1215991973877,0.00687899999320507,18.7108001708984,0.009358000010252,18.4986000061035,0.0158859994262457,8687.5,0.0,-2.5,-42.089532,-41.217135,-40.82423,-40.660389,-40.450097,-39.777106,-39.156075,-38.687402,55.96614950711175,0.0005389690788151726,0.8424810402628194,17.32704350711175,0.16160089878360182,16.71707450711175,0.16160089878360182,16.30074750711175,0.16160089878360182,2.1715423024485645e+18,324.16949061225716,0.2786204,51.512032020361,0.2744006,0.9728676218678282,0.33023673,2.9459703,3.4227524,0.7033386785303468,0.4010374,-3.3497087552337197,0.342994,17.105787,0.038983747,16.28047,0.036060903,15.976078,0.04656798,-0.22125626,-0.43660545,-0.32466888,436527104.0,52.0,56.0,5.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0
1.6983324194116374e+17,324.194123980058,4.0617664352829e-07,51.5275359356319,3.995574305929446e-07,19.9195003509521,0.0105630001053214,18.4095001220703,0.00652900012210011,18.0210990905762,0.00308299995958805,17.67919921875,0.00413500005379319,17.4617004394531,0.00660800002515316,9750.0,0.0,-2.5,-43.500052,-42.129699,-41.560602,-41.341957,-41.023877,-40.161676,-39.411398,-38.93799,55.50415737289355,4.4894718469503395e-05,2.349374296791295,16.480481372893554,0.1616000062361872,15.999759372893553,0.1616000062361872,15.588167372893553,0.1616000062361872,2.1715426804042578e+18,324.1941140956094,0.14945585,51.5275282096096,0.15871556,0.7072298102926982,0.18483044,3.8263707,4.905592,-3.4654635029285137,0.2143099,-3.4720879759690084,0.21436249,16.30331,0.018467493,15.617949,0.01920895,15.431606,0.028743787,-0.1771717,-0.38181114,-0.1565609,503635968.0,60.0,54.0,5.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0
1.6967324128206038e+17,324.128200427437,1.1821272384013187e-07,51.3913910329198,1.1608964233326259e-07,16.8766994476318,0.00259399996139109,16.1905994415283,0.0012410000199452,15.8634996414185,0.000897000019904226,15.6056003570557,0.00145099998917431,15.5047998428345,0.00280199991539121,10000.0,0.0,-2.5,-43.831939,-42.34442,-41.733866,-41.502326,-41.158884,-40.252163,-39.471474,-38.996952,53.37022100170312,3.806026075869068e-06,4.637132813637429,14.256058001703119,0.16160000004482003,13.805747001703121,0.16160000004482003,13.395269001703122,0.16160000004482003,2.1715373245941714e+18,324.12819039331873,0.029827226,51.39138943300982,0.030070417,0.545546934480477,0.034368876,15.873283,5.059522,-4.906666137494478,0.042074185,-1.2342576181696736,0.038901974,14.454534,0.0038803027,14.11886,0.005324054,13.993998,0.008047383,0.19847584,0.3131132,0.5987282,503635968.0,60.0,48.0,5.0,102760517.0,128.0,196608.0,102760517.0,128.0,196608.0,102760517.0,128.0,196608.0,102760517.0,128.0,196608.0,102760517.0,128.0,196608.0
1.697132416311297e+17,324.163116318191,6.44401275931109e-07,51.4324755227601,6.484258819698497e-07,23.172399520874,0.152748003602028,20.7084999084473,0.0200289990752935,19.069299697876,0.00668099988251925,17.9543991088867,0.00646100006997585,17.1399002075195,0.00585900014266372,4600.0,3.5,-1.6,-36.647834,-37.308173,-37.603842,-37.752288,-37.84345,-37.981122,-38.115592,-37.696555,52.42164799115202,0.004770764314473892,0.4679044581408434,15.578525991152024,0.16167040604929603,14.213055991152022,0.16167040604929603,13.747092991152025,0.16167040604929603,2.1715388321193935e+18,324.1631103114161,0.25028083,51.43248311532244,0.26637447,0.07090411278760857,0.31086335,0.22808771,5.7929387,-3.2768916631076124,0.36184835,-4.777041141047947,0.33269417,14.97485,0.0060110004,13.730224,0.003684441,13.2009945,0.004042943,-0.60367584,-0.48283195,-0.5460987,503635968.0,60.0,51.0,5.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0
1.6975324047035606e+17,324.047189814068,7.862751231234076e-07,51.4627607345897,7.817110828615316e-07,21.4925003051758,0.0465070009231567,19.9066009521484,0.0116910003125668,18.8784999847412,0.00742400018498302,18.2045993804932,0.0076689999550581,17.7844009399414,0.0118990000337362,8625.0,0.25,-2.5,-41.297304,-40.741148,-40.404434,-40.321179,-40.166809,-39.599888,-39.07296,-38.569057,55.16715061481815,0.0005110192328070196,0.04486439304513418,16.70526261481815,0.16160080798268397,16.001190614818146,0.16160080798268397,15.620093614818147,0.16160080798268397,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.289614,0.020347906,15.64735,0.022608252,15.282954,0.028187772,-0.4156494,-0.35383987,-0.33713913,503635968.0,60.0,46.0,5.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0
1.6980324011239994e+17,324.011252696982,1.691538259174908e-06,51.5077202106985,1.691538259174908e-06,22.6282997131348,0.11879900097847,20.9606990814209,0.033475000411272,19.8785991668701,0.0120829995721579,19.4486999511719,0.0200789999216795,18.9899005889893,0.0261850003153086,8125.0,0.0,-2.5,-41.342787,-40.734013,-40.434386,-40.299558,-40.146332,-39.573511,-39.020904,-38.554737,56.30604365104622,0.0032937195288090925,0.34536833206801465,17.870532651046215,0.161633562691461,17.192139651046215,0.161633562691461,16.773306651046212,0.161633562691461,2.1715418901351619e+18,324.011253939383,0.6044771,51.50771280126544,0.78492707,0.010566388504636953,0.7392321,0.014293735,3.4815855,-0.19771587748693253,0.8020351,-3.475966947175519,1.022558,17.364262,0.044884976,16.996979,0.06477279,16.747751,0.09860868,-0.50627136,-0.19516182,-0.025554657,436527104.0,52.0,46.0,10.0,35651585.0,0.0,0.0,35651585.0,0.0,0.0,35651585.0,0.0,0.0,35651585.0,0.0,0.0,35651585.0,0.0,0.0
1.6982324106044822e+17,324.106082127159,7.172635977577277e-07,51.5229667039499,7.207785338752475e-07,22.0792999267578,0.051826998591423,20.1991996765137,0.0198929999023676,19.0897006988525,0.00637800013646483,18.4115009307861,0.00697699980810285,17.9853000640869,0.0101209999993443,10000.0,0.75,-1.3,-40.924935,-40.741487,-40.486917,-40.343103,-40.202658,-39.721993,-39.246843,-38.703166,55.43594495629537,0.0006547122562321399,0.002899605387201746,16.851951956295377,0.16160132625736232,16.096101956295374,0.16160132625736232,15.75477895629537,0.16160132625736232,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.43012,0.020309635,15.639318,0.019449815,15.294358,0.024494024,-0.42183113,-0.4567833,-0.4604206,503635968.0,60.0,59.0,5.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0
1.6970324193357018e+17,324.193375325323,1.25063601813559e-06,51.4162327698258,1.25063601813559e-06,22.3367004394531,0.073063999414444,20.6005992889404,0.017807999625802,19.5634002685547,0.0130390003323555,18.9004993438721,0.0129530001431704,18.5125999450684,0.0187519993633032,10000.0,0.75,-2.3,-41.215496,-40.854276,-40.53226,-40.441854,-40.264885,-39.761752,-39.270317,-38.699072,55.97888320396517,0.00126898121672078,0.045156432044297076,17.35513120396517,0.16160498232829454,16.61556620396517,0.16160498232829454,16.301811203965165,0.16160498232829454,2.1715388020630707e+18,324.1933862264745,0.4091962,51.41621334875971,0.43371686,1.5297656113011378,0.47725597,3.2053356,2.7637944,-2.0201583280508446,0.57087636,-1.8861387690790372,0.52027327,17.092684,0.044955127,16.099375,0.037431113,15.89067,0.055059537,-0.26244736,-0.5161915,-0.4111414,436527104.0,52.0,43.0,5.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0
1.6972324027346957e+17,324.027192466346,7.813390148624384e-07,51.4408124601751,7.71248747325481e-07,21.4071998596191,0.036421999335289,19.7357006072998,0.00985199958086014,18.7343006134033,0.00635999999940395,18.1564998626709,0.00678700022399426,17.8412990570068,0.0113819995895028,8187.5,0.0,-2.5,-41.425758,-40.787693,-40.477702,-40.339651,-40.180083,-39.596132,-39.035923,-38.569478,55.14734140644195,0.00032793736360188383,0.2891275438303303,16.689209406441957,0.1616003327438234,16.018418406441956,0.1616003327438234,15.599863406441957,0.1616003327438234,2.1715403783031263e+18,324.0271872331493,0.20344517,51.44080570527515,0.20853296,0.31572892080406045,0.24743809,1.2759917,5.908598,-2.2208105465257413,0.2945673,-5.475356413409435,0.27062148,16.453833,0.022260014,15.85844,0.024355747,15.533552,0.031237947,-0.23537636,-0.15997887,-0.06631088,503635968.0,60.0,55.0,5.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0
