source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,ruwe
3696090284745034112,189.54390449950154,0.021216096,-0.08708329508633117,0.015550078,4.2543621188135,0.024744445,35.00946,-21.059282122672453,0.026660476,-27.96728533805524,0.027262565,1.174018
3696090838797345792,189.453808515283,0.055130195,-0.09733500249813697,0.0503368,0.4691313940930592,0.06479061,4.770709,-0.5427676532380156,0.07606373,-4.739732929486253,0.095663525,1.0099559
3696090976236322048,189.48823720140683,0.04339745,-0.07664113372516969,0.035521217,3.7060196150272455,0.051426418,24.990269,-6.848566494660203,0.05438942,-24.033532269901066,0.061125014,0.9996822
3696091800870043904,189.49940832701995,0.026704831,-0.020924913641920288,0.021335606,1.3601194458580022,0.032140195,30.896786,-20.688643247443164,0.034725886,-22.947580487805496,0.03639809,0.9255858
3696092419345334784,189.66560031056372,0.050334048,-0.07685556201427493,0.030019263,0.6069489502845822,0.059163917,10.7107315,3.420793960931025,0.060462356,-10.14977500092079,0.05817773,1.0457785
3696092964804869760,189.71165186410806,0.12097914,-0.048708672794637434,0.07054899,4.581162636772331,0.14177626,57.076813,-56.18578973190473,0.14978103,-10.045867159234005,0.13942695,1.0583261
3696093656295916800,189.67238575466493,0.03741652,-0.04754423655311438,0.02383478,3.665050459356443,0.045051835,40.856464,-26.942379744917574,0.04430663,-30.714149301058498,0.043881055,1.0265486
3696093965533562496,189.66761907664437,0.023096994,-0.0345373454464936,0.013068168,0.35840542367378136,0.027738046,14.152405,-14.137496395585762,0.026420603,0.649418673111802,0.023267182,0.9605678
3696094171692379008,189.73846958133834,0.024102781,-0.056397797310606936,0.014259418,1.0263671003953976,0.02644108,18.032572,-12.488640753979869,0.034539845,-13.007978843405578,0.034785822,1.3341899
3696094824527031808,189.83267069808196,0.081464045,-4.4415459538025453E-4,0.048015498,1.4803286171097354,0.0918938,14.404404,-8.826106474771029,0.105904326,-11.383615299774148,0.09895891,2.038453
3696095030685454464,189.7789012119609,0.07740465,0.017038638215561678,0.043460958,3.9991947032222916,0.08537859,85.9064,-83.85268087815854,0.097365215,18.671836709333757,0.089436,0.9338162
3696095301267106176,189.71571344632207,0.1403594,-0.004806019146587245,0.08079956,1.0705943154011417,0.16186081,7.19386,-7.184669249350631,0.18556182,-0.3635241623754026,0.16707997,1.0220536
3696095752239967360,189.7519230563559,0.045715354,0.013353086533156183,0.02649662,1.8106187393329167,0.052238405,9.775684,8.584378544278847,0.057547707,-4.676799421147644,0.054122064,0.9857233
3696095786599698432,189.77394286464047,0.016517896,0.018733764012359967,0.00973021,1.3355436389029998,0.019067816,7.4965615,-7.365147304287579,0.021916203,-1.3975127156416889,0.022407645,0.9090567
3696096061477605888,189.75418203267245,0.04508534,0.03700226967082593,0.025822736,2.075271346839047,0.050620094,68.6702,-68.30248927775186,0.05950867,-7.096866202367999,0.053423516,1.0414364
3696096164556821376,189.7559332998972,0.032057002,0.04630868033228849,0.018153545,0.41837260392191794,0.036019396,8.455195,-8.451830883089897,0.043849163,-0.23851729150359416,0.038286433,0.9551145
3696097019254155904,189.65685302547823,0.13698316,0.006345605606428005,0.080183014,0.8887234681160118,0.1632072,15.788323,4.485153697155612,0.17905098,-15.137851605050702,0.15446801,0.9817399
3696097367147661440,189.62744705522692,0.047565863,0.02670369067487439,0.029707126,2.7327092661381154,0.057858348,32.74667,-32.73889456288219,0.061716318,0.7136222797015489,0.06121144,0.9660625
3696096576873676928,189.56105293674963,0.08240772,-0.05251131973781663,0.06267406,0.9652948088307273,0.09806072,23.325062,-22.05620377720888,0.107167475,7.588302876103349,0.11874378,1.0159413
3696096675656622336,189.5541419011957,0.17284171,-0.031458238369683686,0.1261727,1.949139737816525,0.21044816,33.86225,-4.900532723609992,0.2325074,-33.50577499499347,0.25276315,0.97508454
3696096710016361856,189.58757700236401,0.32791436,-0.02920017902652656,0.21640238,2.4842811738798556,0.40163323,40.003746,-36.593030054716685,0.4370784,16.163223030457633,0.43825865,1.0183905
3696096714312631040,189.58100588819332,0.116924375,-0.03332249386012597,0.08236764,2.32592324420194,0.14145456,5.5529227,-2.85566197329144,0.15747969,4.762367511478634,0.16952668,0.95656675
3696096744376109184,189.58858018072374,0.14272678,-0.015780449254939807,0.09082773,1.101730690040148,0.17232972,23.206602,-20.60092311646008,0.18512908,10.684022308541042,0.18046363,0.9409326
3696097951263212928,189.5812465979628,0.04102889,0.0011432707838395593,0.027448094,0.6541425933273186,0.049472887,8.524794,-2.194763239073177,0.053068835,-8.237422126354366,0.049670666,0.9568874
3696097951263213312,189.58433779135777,0.033084497,0.00465826944222951,0.022084376,0.39200105619036607,0.039675556,31.595482,-31.313757276192632,0.041483987,-4.209884457955112,0.03856262,1.116981
3696098015686575488,189.57106031453065,0.17527053,0.014923666883130397,0.12355767,5.200403704467255,0.21442074,67.13857,61.47467211342612,0.22830078,-26.98987026995575,0.23172782,0.9941148
3696098290564496640,189.54120666844807,0.1458681,0.03404761776743147,0.11637474,1.7476629422359826,0.17638965,7.390472,4.866074346169928,0.20699619,-5.562409492583755,0.21465997,1.0466378
3696098947695628672,189.67858964751224,0.08741866,0.06360212665598064,0.054435004,8.37342306329524,0.103755794,94.13652,59.5866039221262,0.10591094,-72.87743706519925,0.09649271,0.9450272
3696099016415104896,189.66117339733538,0.04877272,0.06358730094525346,0.029510573,1.1498085338262118,0.058170255,23.132532,-22.9886401045231,0.060807038,-2.5761336826119665,0.056551162,1.0397674
3696099149557977088,189.7103496175253,0.09731085,0.07152035262425058,0.057618115,1.5946656493295308,0.10985222,27.069746,-26.70812213903978,0.13555449,-4.409911887176589,0.113948524,1.1442752
3696099394372228096,189.68725772951788,0.022756103,0.07631152361640571,0.013990826,1.9807773187858564,0.027038524,15.634076,-6.668927090835058,0.0283771,-14.140358349155301,0.026670136,0.99217427
3696099566170920704,189.70183007890608,0.030191405,0.10259087537508417,0.018295141,0.5572111132607386,0.034147914,19.928205,-19.452831831870462,0.044252843,-4.32674153057927,0.036758114,1.0083594
3696099875408563200,189.60431561548904,0.07439413,0.06028498028013415,0.04779012,0.8071149487042941,0.08887059,16.870306,-14.797908842218215,0.102002464,-8.10118043840079,0.08459868,5.2915897
